index,S:all,I:all,r0:all,v:all,sto:all,i:all,rep:all,phi:all,log_like
0,0.436028,0.000165073,8.56153,16.3787,0.1,3.70479e-05,0.496685,0.1,-144.246012
1,0.436028,0.000165073,8.56153,16.3787,0.1,3.70479e-05,0.496685,0.1,-144.246012
2,0.440335,0.000166302,8.54717,16.342,0.1,3.66735e-05,0.498289,0.1,-143.683855
3,0.440335,0.000166302,8.54717,16.342,0.1,3.66735e-05,0.498289,0.1,-143.683855
4,0.444649,0.000164081,8.66253,16.305,0.1,3.69186e-05,0.497788,0.1,-142.732735
5,0.444649,0.000164081,8.66253,16.305,0.1,3.69186e-05,0.497788,0.1,-142.732735
6,0.444649,0.000164081,8.66253,16.305,0.1,3.69186e-05,0.497788,0.1,-142.732735
7,0.4442,0.000165252,8.85467,16.2926,0.1,3.63564e-05,0.496919,0.1,-141.961209
8,0.4442,0.000165252,8.85467,16.2926,0.1,3.63564e-05,0.496919,0.1,-141.961209
9,0.44735,0.000164005,8.99256,16.249,0.1,3.61023e-05,0.50129,0.1,-141.079740
10,0.44735,0.000164005,8.99256,16.249,0.1,3.61023e-05,0.50129,0.1,-141.079740
11,0.459802,0.000162677,9.14936,16.249,0.1,3.57449e-05,0.499141,0.1,-139.810635
12,0.459802,0.000162677,9.14936,16.249,0.1,3.57449e-05,0.499141,0.1,-139.810635
13,0.461218,0.00016439,9.62936,16.1332,0.1,3.47542e-05,0.500996,0.1,-138.273430
14,0.461218,0.00016439,9.62936,16.1332,0.1,3.47542e-05,0.500996,0.1,-138.273430
15,0.476131,0.000159521,10.0052,16.0346,0.1,3.44767e-05,0.506114,0.1,-136.726956
16,0.476131,0.000159521,10.0052,16.0346,0.1,3.44767e-05,0.506114,0.1,-136.726956
17,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
18,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
19,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
20,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
21,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
22,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
23,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
24,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
25,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
26,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
27,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
28,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
29,0.496543,0.000158334,10.6687,15.9366,0.1,3.30774e-05,0.503063,0.1,-135.866091
30,0.490249,0.000158877,10.5982,15.9522,0.1,3.31294e-05,0.506091,0.1,-135.856712
31,0.490249,0.000158877,10.5982,15.9522,0.1,3.31294e-05,0.506091,0.1,-135.856712
32,0.494534,0.000158667,10.7055,15.9305,0.1,3.29207e-05,0.506313,0.1,-135.851603
33,0.494534,0.000158667,10.7055,15.9305,0.1,3.29207e-05,0.506313,0.1,-135.851603
34,0.494586,0.00015846,10.5423,15.9717,0.1,3.32053e-05,0.504816,0.1,-135.849054
35,0.494586,0.00015846,10.5423,15.9717,0.1,3.32053e-05,0.504816,0.1,-135.849054
36,0.494586,0.00015846,10.5423,15.9717,0.1,3.32053e-05,0.504816,0.1,-135.849054
37,0.488114,0.000158986,10.5934,15.9754,0.1,3.2971e-05,0.510809,0.1,-135.842621
38,0.488114,0.000158986,10.5934,15.9754,0.1,3.2971e-05,0.510809,0.1,-135.842621
39,0.49062,0.000158768,10.6099,15.9614,0.1,3.30495e-05,0.50846,0.1,-135.836960
40,0.495731,0.000158189,10.6741,15.9412,0.1,3.28409e-05,0.510568,0.1,-135.811286
41,0.495731,0.000158189,10.6741,15.9412,0.1,3.28409e-05,0.510568,0.1,-135.811286
42,0.495731,0.000158189,10.6741,15.9412,0.1,3.28409e-05,0.510568,0.1,-135.811286
43,0.48799,0.000158712,10.7387,15.9616,0.1,3.25263e-05,0.518808,0.1,-135.771475
44,0.48799,0.000158712,10.7387,15.9616,0.1,3.25263e-05,0.518808,0.1,-135.771475
45,0.48799,0.000158712,10.7387,15.9616,0.1,3.25263e-05,0.518808,0.1,-135.771475
