index,S:all,I:all,r0:all,v:all,sto:all,i:all,rep:all,phi:all,log_like
0,0.604129,0.000131359,34.3473,7.60114,0.1,2.29188e-05,0.0526905,0.1,-538.391283
1,0.604129,0.000131359,34.3473,7.60114,0.1,2.29188e-05,0.0526905,0.1,-538.391283
2,0.604129,0.000131359,34.3473,7.60114,0.1,2.29188e-05,0.0526905,0.1,-538.391283
3,0.604215,0.000129867,34.3623,7.60911,0.1,2.28537e-05,0.0527225,0.1,-538.309447
4,0.604215,0.000129867,34.3623,7.60911,0.1,2.28537e-05,0.0527225,0.1,-538.309447
5,0.604301,0.000131401,34.3456,7.6606,0.1,2.27887e-05,0.052723,0.1,-538.219312
6,0.604301,0.000131401,34.3456,7.6606,0.1,2.27887e-05,0.052723,0.1,-538.219312
7,0.5975,0.000129741,34.3588,7.69891,0.1,2.29808e-05,0.0527149,0.1,-538.114635
8,0.5975,0.000129741,34.3588,7.69891,0.1,2.29808e-05,0.0527149,0.1,-538.114635
9,0.600404,0.000128693,34.3762,7.75399,0.1,2.26644e-05,0.0527531,0.1,-537.891282
10,0.600404,0.000128693,34.3762,7.75399,0.1,2.26644e-05,0.0527531,0.1,-537.891282
11,0.596347,0.000129714,34.3508,7.88196,0.1,2.26483e-05,0.0527399,0.1,-537.615259
12,0.596347,0.000129714,34.3508,7.88196,0.1,2.26483e-05,0.0527399,0.1,-537.615259
13,0.590539,0.00012464,34.3864,7.98863,0.1,2.27714e-05,0.0527699,0.1,-537.184788
14,0.590539,0.00012464,34.3864,7.98863,0.1,2.27714e-05,0.0527699,0.1,-537.184788
15,0.593211,0.000124132,34.3827,8.19472,0.1,2.22481e-05,0.0528549,0.1,-536.400912
16,0.593211,0.000124132,34.3827,8.19472,0.1,2.22481e-05,0.0528549,0.1,-536.400912
17,0.578249,0.000122383,34.366,8.52032,0.1,2.25654e-05,0.0528457,0.1,-534.843391
18,0.578249,0.000122383,34.366,8.52032,0.1,2.25654e-05,0.0528457,0.1,-534.843391
19,0.56784,0.000114388,34.4363,8.8771,0.1,2.2306e-05,0.0529739,0.1,-505.923280
20,0.56784,0.000114388,34.4363,8.8771,0.1,2.2306e-05,0.0529739,0.1,-505.923280
21,0.561613,0.000114246,34.4134,9.59805,0.1,2.15703e-05,0.0530779,0.1,-494.612565
22,0.561613,0.000114246,34.4134,9.59805,0.1,2.15703e-05,0.0530779,0.1,-494.612565
23,0.561613,0.000114246,34.4134,9.59805,0.1,2.15703e-05,0.0530779,0.1,-494.612565
24,0.551947,0.000108387,34.4324,9.94769,0.1,2.18342e-05,0.0531236,0.1,-494.401882
25,0.551947,0.000108387,34.4324,9.94769,0.1,2.18342e-05,0.0531236,0.1,-494.401882
26,0.551947,0.000108387,34.4324,9.94769,0.1,2.18342e-05,0.0531236,0.1,-494.401882
27,0.551947,0.000108387,34.4324,9.94769,0.1,2.18342e-05,0.0531236,0.1,-494.401882
28,0.551947,0.000108387,34.4324,9.94769,0.1,2.18342e-05,0.0531236,0.1,-494.401882
29,0.551947,0.000108387,34.4324,9.94769,0.1,2.18342e-05,0.0531236,0.1,-494.401882
30,0.551947,0.000108387,34.4324,9.94769,0.1,2.18342e-05,0.0531236,0.1,-494.401882
31,0.551947,0.000108387,34.4324,9.94769,0.1,2.18342e-05,0.0531236,0.1,-494.401882
32,0.551947,0.000108387,34.4324,9.94769,0.1,2.18342e-05,0.0531236,0.1,-494.401882
33,0.563571,0.000108101,34.4455,10.0444,0.1,2.1068e-05,0.0532607,0.1,-493.473470
34,0.563571,0.000108101,34.4455,10.0444,0.1,2.1068e-05,0.0532607,0.1,-493.473470
35,0.563571,0.000108101,34.4455,10.0444,0.1,2.1068e-05,0.0532607,0.1,-493.473470
36,0.563571,0.000108101,34.4455,10.0444,0.1,2.1068e-05,0.0532607,0.1,-493.473470
37,0.563571,0.000108101,34.4455,10.0444,0.1,2.1068e-05,0.0532607,0.1,-493.473470
38,0.563571,0.000108101,34.4455,10.0444,0.1,2.1068e-05,0.0532607,0.1,-493.473470
39,0.563571,0.000108101,34.4455,10.0444,0.1,2.1068e-05,0.0532607,0.1,-493.473470
40,0.563571,0.000108101,34.4455,10.0444,0.1,2.1068e-05,0.0532607,0.1,-493.473470
41,0.572849,0.000111669,34.4324,9.97318,0.1,2.05394e-05,0.0533113,0.1,-493.040703
42,0.57946,0.000110585,34.4276,10.1354,0.1,2.03632e-05,0.0533775,0.1,-492.432370
43,0.57946,0.000110585,34.4276,10.1354,0.1,2.03632e-05,0.0533775,0.1,-492.432370
44,0.57946,0.000110585,34.4276,10.1354,0.1,2.03632e-05,0.0533775,0.1,-492.432370
45,0.589594,0.00010822,34.4507,10.5661,0.1,1.91864e-05,0.0536345,0.1,-491.189605
46,0.589594,0.00010822,34.4507,10.5661,0.1,1.91864e-05,0.0536345,0.1,-491.189605
47,0.616837,0.000114105,34.4171,10.4924,0.1,1.81649e-05,0.0538238,0.1,-490.041462
48,0.616837,0.000114105,34.4171,10.4924,0.1,1.81649e-05,0.0538238,0.1,-490.041462
49,0.627608,0.000106256,34.4519,11.3812,0.1,1.72085e-05,0.0542222,0.1,-482.676863
50,0.627608,0.000106256,34.4519,11.3812,0.1,1.72085e-05,0.0542222,0.1,-482.676863
51,0.663374,0.00010798,34.4753,11.954,0.1,1.47584e-05,0.0549437,0.1,-475.104063
52,0.663374,0.00010798,34.4753,11.954,0.1,1.47584e-05,0.0549437,0.1,-475.104063
53,0.663374,0.00010798,34.4753,11.954,0.1,1.47584e-05,0.0549437,0.1,-475.104063
54,0.725741,0.000112643,34.4398,12.6473,0.1,1.2166e-05,0.0560852,0.1,-465.467386
55,0.725741,0.000112643,34.4398,12.6473,0.1,1.2166e-05,0.0560852,0.1,-465.467386
56,0.754576,0.000103188,34.4849,14.5383,0.1,1.00682e-05,0.0578321,0.1,-457.522130
57,0.754576,0.000103188,34.4849,14.5383,0.1,1.00682e-05,0.0578321,0.1,-457.522130
58,0.818162,0.00010714,34.5023,15.3565,0.1,7.36316e-06,0.0607126,0.1,-450.734932
59,0.818162,0.00010714,34.5023,15.3565,0.1,7.36316e-06,0.0607126,0.1,-450.734932
60,0.887929,0.000105334,34.4964,17.5335,0.1,4.2836e-06,0.0690597,0.1,-446.586793
61,0.887929,0.000105334,34.4964,17.5335,0.1,4.2836e-06,0.0690597,0.1,-446.586793
62,0.924143,9.50947e-05,34.5821,18.9679,0.1,2.40638e-06,0.0853368,0.1,-420.983337
63,0.924143,9.50947e-05,34.5821,18.9679,0.1,2.40638e-06,0.0853368,0.1,-420.983337
64,0.962123,0.000103031,34.585,19.5571,0.1,9.71731e-07,0.133444,0.1,-398.247966
65,0.962123,0.000103031,34.585,19.5571,0.1,9.71731e-07,0.133444,0.1,-398.247966
66,0.975619,9.2055e-05,34.6172,19.9433,0.1,3.2388e-07,0.303969,0.1,-314.096883
67,0.975619,9.2055e-05,34.6172,19.9433,0.1,3.2388e-07,0.303969,0.1,-314.096883
68,0.979199,8.0807e-05,34.7253,19.9936,0.1,1.42309e-07,0.600533,0.1,-281.417249
69,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
70,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
71,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
72,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
73,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
74,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
75,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
76,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
77,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
78,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
79,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
80,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
81,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
82,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
83,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
84,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
85,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
86,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
87,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
88,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
89,0.978748,8.87474e-05,34.6859,19.9869,0.1,1.67017e-07,0.519976,0.1,-272.505541
90,0.978865,9.07862e-05,34.669,19.9873,0.1,1.63333e-07,0.528637,0.1,-272.397010
91,0.978865,9.07862e-05,34.669,19.9873,0.1,1.63333e-07,0.528637,0.1,-272.397010
92,0.978865,9.07862e-05,34.669,19.9873,0.1,1.63333e-07,0.528637,0.1,-272.397010
93,0.978865,9.07862e-05,34.669,19.9873,0.1,1.63333e-07,0.528637,0.1,-272.397010
94,0.978865,9.07862e-05,34.669,19.9873,0.1,1.63333e-07,0.528637,0.1,-272.397010
95,0.978867,9.39821e-05,34.6817,19.9854,0.1,1.63235e-07,0.524071,0.1,-271.714547
96,0.978867,9.39821e-05,34.6817,19.9854,0.1,1.63235e-07,0.524071,0.1,-271.714547
97,0.978867,9.39821e-05,34.6817,19.9854,0.1,1.63235e-07,0.524071,0.1,-271.714547
98,0.978867,9.39821e-05,34.6817,19.9854,0.1,1.63235e-07,0.524071,0.1,-271.714547
99,0.978924,9.8826e-05,34.6538,19.9835,0.1,1.63897e-07,0.518856,0.1,-271.009556
100,0.978924,9.8826e-05,34.6538,19.9835,0.1,1.63897e-07,0.518856,0.1,-271.009556
101,0.978924,9.8826e-05,34.6538,19.9835,0.1,1.63897e-07,0.518856,0.1,-271.009556
102,0.978915,0.000104119,34.6523,19.9813,0.1,1.64025e-07,0.512401,0.1,-270.309389
103,0.978915,0.000104119,34.6523,19.9813,0.1,1.64025e-07,0.512401,0.1,-270.309389
104,0.979075,0.000111278,34.6521,19.9783,0.1,1.58273e-07,0.521509,0.1,-269.354747
105,0.979075,0.000111278,34.6521,19.9783,0.1,1.58273e-07,0.521509,0.1,-269.354747
106,0.979154,0.000125223,34.612,19.9714,0.1,1.57949e-07,0.511438,0.1,-267.943972
107,0.979154,0.000125223,34.612,19.9714,0.1,1.57949e-07,0.511438,0.1,-267.943972
108,0.979154,0.000125223,34.612,19.9714,0.1,1.57949e-07,0.511438,0.1,-267.943972
109,0.979154,0.000125223,34.612,19.9714,0.1,1.57949e-07,0.511438,0.1,-267.943972
