index,S:all,I:all,r0:all,v:all,sto:all,i:all,rep:all,phi:all,log_like
0,0.599163,0.000514807,0.988678,9.66632,0.1,7.95519e-05,0.78334,0.1,-285.843157
1,0.599163,0.000514807,0.988678,9.66632,0.1,7.95519e-05,0.78334,0.1,-285.843157
2,0.599163,0.000514807,0.988678,9.66632,0.1,7.95519e-05,0.78334,0.1,-285.843157
3,0.604667,0.000513882,0.992243,9.60936,0.1,7.95549e-05,0.783532,0.1,-285.220134
4,0.604667,0.000513882,0.992243,9.60936,0.1,7.95549e-05,0.783532,0.1,-285.220134
5,0.598559,0.000512956,1.01535,9.55279,0.1,7.95579e-05,0.783535,0.1,-284.634956
6,0.598559,0.000512956,1.01535,9.55279,0.1,7.95579e-05,0.783535,0.1,-284.634956
7,0.60338,0.000515685,1.03266,9.5669,0.1,7.9319e-05,0.783487,0.1,-280.578607
8,0.60338,0.000515685,1.03266,9.5669,0.1,7.9319e-05,0.783487,0.1,-280.578607
9,0.609857,0.000511183,1.05769,9.44547,0.1,7.94211e-05,0.783712,0.1,-275.213704
10,0.609857,0.000511183,1.05769,9.44547,0.1,7.94211e-05,0.783712,0.1,-275.213704
11,0.600427,0.000510952,1.11659,9.43158,0.1,7.92785e-05,0.783635,0.1,-270.695612
12,0.600427,0.000510952,1.11659,9.43158,0.1,7.92785e-05,0.783635,0.1,-270.695612
13,0.613688,0.00051271,1.16648,9.36251,0.1,7.9074e-05,0.783809,0.1,-258.506771
14,0.613688,0.00051271,1.16648,9.36251,0.1,7.9074e-05,0.783809,0.1,-258.506771
15,0.612309,0.000505187,1.26499,9.11774,0.1,7.91681e-05,0.784283,0.1,-227.268310
16,0.612309,0.000505187,1.26499,9.11774,0.1,7.91681e-05,0.784283,0.1,-227.268310
17,0.606039,0.000509764,1.42659,9.02255,0.1,7.86398e-05,0.784233,0.1,-197.970625
18,0.606039,0.000509764,1.42659,9.02255,0.1,7.86398e-05,0.784233,0.1,-197.970625
19,0.633277,0.000506026,1.61258,8.7095,0.1,7.82702e-05,0.784901,0.1,-156.162540
20,0.633277,0.000506026,1.61258,8.7095,0.1,7.82702e-05,0.784901,0.1,-156.162540
21,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
22,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
23,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
24,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
25,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
26,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
27,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
28,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
29,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
30,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
31,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
32,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
33,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
34,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
35,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
36,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
37,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
38,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
39,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
40,0.624129,0.000495249,2.02004,8.30426,0.1,7.80481e-05,0.785404,0.1,-127.813782
41,0.625017,0.000489227,2.02206,8.21143,0.1,7.84759e-05,0.785737,0.1,-127.275029
42,0.625017,0.000489227,2.02206,8.21143,0.1,7.84759e-05,0.785737,0.1,-127.275029
43,0.625017,0.000489227,2.02206,8.21143,0.1,7.84759e-05,0.785737,0.1,-127.275029
44,0.625017,0.000489227,2.02206,8.21143,0.1,7.84759e-05,0.785737,0.1,-127.275029
45,0.625017,0.000489227,2.02206,8.21143,0.1,7.84759e-05,0.785737,0.1,-127.275029
46,0.617767,0.000479127,2.01261,8.0132,0.1,7.89737e-05,0.786048,0.1,-126.218175
47,0.617767,0.000479127,2.01261,8.0132,0.1,7.89737e-05,0.786048,0.1,-126.218175
48,0.617767,0.000479127,2.01261,8.0132,0.1,7.89737e-05,0.786048,0.1,-126.218175
49,0.617767,0.000479127,2.01261,8.0132,0.1,7.89737e-05,0.786048,0.1,-126.218175
50,0.617767,0.000479127,2.01261,8.0132,0.1,7.89737e-05,0.786048,0.1,-126.218175
51,0.618832,0.000473117,2.11713,7.85608,0.1,7.9197e-05,0.786455,0.1,-125.724407
52,0.616467,0.00046702,2.04433,7.79762,0.1,7.96625e-05,0.786707,0.1,-124.926677
53,0.616467,0.00046702,2.04433,7.79762,0.1,7.96625e-05,0.786707,0.1,-124.926677
54,0.608847,0.000446216,2.04359,7.47481,0.1,8.07506e-05,0.787411,0.1,-123.148281
55,0.608847,0.000446216,2.04359,7.47481,0.1,8.07506e-05,0.787411,0.1,-123.148281
56,0.597719,0.000428862,2.08829,7.18673,0.1,8.14611e-05,0.788071,0.1,-121.589114
57,0.597719,0.000428862,2.08829,7.18673,0.1,8.14611e-05,0.788071,0.1,-121.589114
58,0.597719,0.000428862,2.08829,7.18673,0.1,8.14611e-05,0.788071,0.1,-121.589114
59,0.584035,0.000390423,1.98854,6.77311,0.1,8.36e-05,0.789398,0.1,-120.915263
60,0.56838,0.000359779,2.07842,6.38945,0.1,8.48457e-05,0.790301,0.1,-118.273955
61,0.56838,0.000359779,2.07842,6.38945,0.1,8.48457e-05,0.790301,0.1,-118.273955
62,0.547821,0.000319453,2.1155,6.01955,0.1,8.65754e-05,0.79163,0.1,-117.822691
63,0.547821,0.000319453,2.1155,6.01955,0.1,8.65754e-05,0.79163,0.1,-117.822691
64,0.547821,0.000319453,2.1155,6.01955,0.1,8.65754e-05,0.79163,0.1,-117.822691
65,0.547821,0.000319453,2.1155,6.01955,0.1,8.65754e-05,0.79163,0.1,-117.822691
66,0.526933,0.000282857,2.26712,5.71964,0.1,8.78808e-05,0.792572,0.1,-116.366420
67,0.526933,0.000282857,2.26712,5.71964,0.1,8.78808e-05,0.792572,0.1,-116.366420
68,0.526933,0.000282857,2.26712,5.71964,0.1,8.78808e-05,0.792572,0.1,-116.366420
69,0.551134,0.000323724,2.22749,6.01083,0.1,8.62269e-05,0.791469,0.1,-116.334475
70,0.551134,0.000323724,2.22749,6.01083,0.1,8.62269e-05,0.791469,0.1,-116.334475
71,0.551134,0.000323724,2.22749,6.01083,0.1,8.62269e-05,0.791469,0.1,-116.334475
72,0.538691,0.000306924,2.28657,5.86868,0.1,8.6837e-05,0.791974,0.1,-115.992948
73,0.538691,0.000306924,2.28657,5.86868,0.1,8.6837e-05,0.791974,0.1,-115.992948
74,0.538691,0.000306924,2.28657,5.86868,0.1,8.6837e-05,0.791974,0.1,-115.992948
75,0.538691,0.000306924,2.28657,5.86868,0.1,8.6837e-05,0.791974,0.1,-115.992948
76,0.538691,0.000306924,2.28657,5.86868,0.1,8.6837e-05,0.791974,0.1,-115.992948
77,0.516688,0.000269221,2.37702,5.61153,0.1,8.83193e-05,0.792933,0.1,-115.919770
78,0.516688,0.000269221,2.37702,5.61153,0.1,8.83193e-05,0.792933,0.1,-115.919770
79,0.516688,0.000269221,2.37702,5.61153,0.1,8.83193e-05,0.792933,0.1,-115.919770
80,0.516688,0.000269221,2.37702,5.61153,0.1,8.83193e-05,0.792933,0.1,-115.919770
81,0.516688,0.000269221,2.37702,5.61153,0.1,8.83193e-05,0.792933,0.1,-115.919770
82,0.516688,0.000269221,2.37702,5.61153,0.1,8.83193e-05,0.792933,0.1,-115.919770
83,0.530279,0.000290753,2.36366,5.74252,0.1,8.74501e-05,0.792386,0.1,-115.912109
84,0.530279,0.000290753,2.36366,5.74252,0.1,8.74501e-05,0.792386,0.1,-115.912109
85,0.51988,0.00027532,2.38671,5.6465,0.1,8.80565e-05,0.792789,0.1,-115.849208
86,0.51988,0.00027532,2.38671,5.6465,0.1,8.80565e-05,0.792789,0.1,-115.849208
87,0.51988,0.00027532,2.38671,5.6465,0.1,8.80565e-05,0.792789,0.1,-115.849208
88,0.51988,0.00027532,2.38671,5.6465,0.1,8.80565e-05,0.792789,0.1,-115.849208
89,0.51988,0.00027532,2.38671,5.6465,0.1,8.80565e-05,0.792789,0.1,-115.849208
90,0.51988,0.00027532,2.38671,5.6465,0.1,8.80565e-05,0.792789,0.1,-115.849208
91,0.521677,0.000276985,2.3676,5.65828,0.1,8.80108e-05,0.792739,0.1,-115.840244
92,0.521677,0.000276985,2.3676,5.65828,0.1,8.80108e-05,0.792739,0.1,-115.840244
93,0.521677,0.000276985,2.3676,5.65828,0.1,8.80108e-05,0.792739,0.1,-115.840244
94,0.522768,0.000279187,2.3642,5.67238,0.1,8.79258e-05,0.792675,0.1,-115.834703
95,0.52738,0.00028655,2.34746,5.72022,0.1,8.76345e-05,0.792485,0.1,-115.833792
96,0.526151,0.000284496,2.35784,5.7054,0.1,8.77114e-05,0.792545,0.1,-115.831569
97,0.523064,0.000282572,2.38651,5.68501,0.1,8.77375e-05,0.792585,0.1,-115.822061
98,0.523064,0.000282572,2.38651,5.68501,0.1,8.77375e-05,0.792585,0.1,-115.822061
99,0.523064,0.000282572,2.38651,5.68501,0.1,8.77375e-05,0.792585,0.1,-115.822061
100,0.523064,0.000282572,2.38651,5.68501,0.1,8.77375e-05,0.792585,0.1,-115.822061
101,0.523064,0.000282572,2.38651,5.68501,0.1,8.77375e-05,0.792585,0.1,-115.822061
102,0.523231,0.000282932,2.36975,5.68882,0.1,8.77444e-05,0.792573,0.1,-115.786406
103,0.523231,0.000282932,2.36975,5.68882,0.1,8.77444e-05,0.792573,0.1,-115.786406
104,0.523231,0.000282932,2.36975,5.68882,0.1,8.77444e-05,0.792573,0.1,-115.786406
105,0.523231,0.000282932,2.36975,5.68882,0.1,8.77444e-05,0.792573,0.1,-115.786406
106,0.522249,0.00028371,2.38882,5.68619,0.1,8.76694e-05,0.792545,0.1,-115.777827
107,0.522249,0.00028371,2.38882,5.68619,0.1,8.76694e-05,0.792545,0.1,-115.777827
108,0.524511,0.000286379,2.347,5.70931,0.1,8.76154e-05,0.792465,0.1,-115.752630
109,0.513769,0.000274494,2.4326,5.61933,0.1,8.79824e-05,0.792769,0.1,-115.749109
110,0.523146,0.00029132,2.36477,5.72795,0.1,8.73432e-05,0.792321,0.1,-115.683629
111,0.523146,0.00029132,2.36477,5.72795,0.1,8.73432e-05,0.792321,0.1,-115.683629
112,0.516644,0.000286649,2.42071,5.67822,0.1,8.74308e-05,0.792415,0.1,-115.640502
113,0.51365,0.000282248,2.40485,5.65258,0.1,8.76347e-05,0.792532,0.1,-115.557383
114,0.511071,0.000284958,2.40748,5.65727,0.1,8.74803e-05,0.792427,0.1,-115.458764
115,0.511071,0.000284958,2.40748,5.65727,0.1,8.74803e-05,0.792427,0.1,-115.458764
116,0.511071,0.000284958,2.40748,5.65727,0.1,8.74803e-05,0.792427,0.1,-115.458764
117,0.505876,0.000293545,2.42247,5.67839,0.1,8.69784e-05,0.79213,0.1,-115.224370
118,0.505876,0.000293545,2.42247,5.67839,0.1,8.69784e-05,0.79213,0.1,-115.224370
119,0.505876,0.000293545,2.42247,5.67839,0.1,8.69784e-05,0.79213,0.1,-115.224370
120,0.495165,0.00029884,2.48459,5.66323,0.1,8.6533e-05,0.791897,0.1,-114.940299
121,0.495165,0.00029884,2.48459,5.66323,0.1,8.6533e-05,0.791897,0.1,-114.940299
122,0.495165,0.00029884,2.48459,5.66323,0.1,8.6533e-05,0.791897,0.1,-114.940299
123,0.475729,0.000305147,2.53805,5.62835,0.1,8.5917e-05,0.791554,0.1,-114.403324
124,0.475729,0.000305147,2.53805,5.62835,0.1,8.5917e-05,0.791554,0.1,-114.403324
125,0.475729,0.000305147,2.53805,5.62835,0.1,8.5917e-05,0.791554,0.1,-114.403324
126,0.456105,0.000317095,2.5871,5.61702,0.1,8.50173e-05,0.790995,0.1,-113.988605
127,0.456105,0.000317095,2.5871,5.61702,0.1,8.50173e-05,0.790995,0.1,-113.988605
128,0.452204,0.0003521,2.61089,5.74589,0.1,8.3013e-05,0.789743,0.1,-113.662601
129,0.452204,0.0003521,2.61089,5.74589,0.1,8.3013e-05,0.789743,0.1,-113.662601
130,0.408138,0.000349702,2.8468,5.58365,0.1,8.22164e-05,0.789425,0.1,-112.751394
131,0.408138,0.000349702,2.8468,5.58365,0.1,8.22164e-05,0.789425,0.1,-112.751394
132,0.408138,0.000349702,2.8468,5.58365,0.1,8.22164e-05,0.789425,0.1,-112.751394
133,0.408138,0.000349702,2.8468,5.58365,0.1,8.22164e-05,0.789425,0.1,-112.751394
134,0.408138,0.000349702,2.8468,5.58365,0.1,8.22164e-05,0.789425,0.1,-112.751394
135,0.345984,0.00042678,3.18247,5.6463,0.1,7.58843e-05,0.78546,0.1,-112.461682
136,0.345984,0.00042678,3.18247,5.6463,0.1,7.58843e-05,0.78546,0.1,-112.461682
137,0.390154,0.000358983,3.02598,5.55803,0.1,8.11746e-05,0.788946,0.1,-112.326070
138,0.347521,0.000440157,3.2158,5.69925,0.1,7.49331e-05,0.784811,0.1,-112.123166
139,0.339023,0.000413319,3.26564,5.57702,0.1,7.65283e-05,0.786007,0.1,-112.057587
140,0.304135,0.000462692,3.64483,5.60388,0.1,7.17374e-05,0.783036,0.1,-111.376655
141,0.298093,0.000436719,3.82546,5.4988,0.1,7.32857e-05,0.784331,0.1,-110.813697
142,0.298093,0.000436719,3.82546,5.4988,0.1,7.32857e-05,0.784331,0.1,-110.813697
143,0.298093,0.000436719,3.82546,5.4988,0.1,7.32857e-05,0.784331,0.1,-110.813697
144,0.298093,0.000436719,3.82546,5.4988,0.1,7.32857e-05,0.784331,0.1,-110.813697
145,0.298093,0.000436719,3.82546,5.4988,0.1,7.32857e-05,0.784331,0.1,-110.813697
146,0.298093,0.000436719,3.82546,5.4988,0.1,7.32857e-05,0.784331,0.1,-110.813697
147,0.298093,0.000436719,3.82546,5.4988,0.1,7.32857e-05,0.784331,0.1,-110.813697
148,0.269871,0.000464328,4.26165,5.47698,0.1,6.9946e-05,0.782442,0.1,-110.787848
149,0.237882,0.000495546,4.58178,5.45457,0.1,6.61981e-05,0.779876,0.1,-110.607447
150,0.232647,0.000437759,4.97276,5.3128,0.1,7.01844e-05,0.783284,0.1,-110.426110
151,0.232647,0.000437759,4.97276,5.3128,0.1,7.01844e-05,0.783284,0.1,-110.426110
152,0.206847,0.00046567,5.30919,5.29638,0.1,6.68195e-05,0.781143,0.1,-109.915124
153,0.206847,0.00046567,5.30919,5.29638,0.1,6.68195e-05,0.781143,0.1,-109.915124
