index,S:all,I:all,r0:all,v:all,sto:all,i:all,rep:all,phi:all,log_like
0,0.228838,0.000159418,5.64183,5.65664,0.1,5.04776e-05,0.364472,0.1,-150.216303
1,0.228838,0.000159418,5.64183,5.65664,0.1,5.04776e-05,0.364472,0.1,-150.216303
2,0.228838,0.000159418,5.64183,5.65664,0.1,5.04776e-05,0.364472,0.1,-150.216303
3,0.228838,0.000159418,5.64183,5.65664,0.1,5.04776e-05,0.364472,0.1,-150.216303
4,0.226056,0.000159567,5.60687,5.65316,0.1,5.01723e-05,0.366808,0.1,-148.722349
5,0.226056,0.000159567,5.60687,5.65316,0.1,5.01723e-05,0.366808,0.1,-148.722349
6,0.225027,0.000160388,5.38722,5.65594,0.1,5.06579e-05,0.365487,0.1,-145.905511
7,0.225027,0.000160388,5.38722,5.65594,0.1,5.06579e-05,0.365487,0.1,-145.905511
8,0.225027,0.000160388,5.38722,5.65594,0.1,5.06579e-05,0.365487,0.1,-145.905511
9,0.230063,0.000160749,5.07851,5.66095,0.1,5.03365e-05,0.369132,0.1,-144.468172
10,0.230063,0.000160749,5.07851,5.66095,0.1,5.03365e-05,0.369132,0.1,-144.468172
11,0.230063,0.000160749,5.07851,5.66095,0.1,5.03365e-05,0.369132,0.1,-144.468172
12,0.230063,0.000160749,5.07851,5.66095,0.1,5.03365e-05,0.369132,0.1,-144.468172
13,0.230063,0.000160749,5.07851,5.66095,0.1,5.03365e-05,0.369132,0.1,-144.468172
14,0.230063,0.000160749,5.07851,5.66095,0.1,5.03365e-05,0.369132,0.1,-144.468172
15,0.230063,0.000160749,5.07851,5.66095,0.1,5.03365e-05,0.369132,0.1,-144.468172
16,0.230063,0.000160749,5.07851,5.66095,0.1,5.03365e-05,0.369132,0.1,-144.468172
17,0.230063,0.000160749,5.07851,5.66095,0.1,5.03365e-05,0.369132,0.1,-144.468172
18,0.230063,0.000160749,5.07851,5.66095,0.1,5.03365e-05,0.369132,0.1,-144.468172
19,0.226561,0.000161128,5.0537,5.66224,0.1,5.0415e-05,0.368677,0.1,-144.402859
20,0.226561,0.000161128,5.0537,5.66224,0.1,5.0415e-05,0.368677,0.1,-144.402859
21,0.231229,0.000161525,4.92218,5.64977,0.1,5.06383e-05,0.370204,0.1,-144.248964
22,0.231229,0.000161525,4.92218,5.64977,0.1,5.06383e-05,0.370204,0.1,-144.248964
23,0.231229,0.000161525,4.92218,5.64977,0.1,5.06383e-05,0.370204,0.1,-144.248964
24,0.231229,0.000161525,4.92218,5.64977,0.1,5.06383e-05,0.370204,0.1,-144.248964
25,0.231229,0.000161525,4.92218,5.64977,0.1,5.06383e-05,0.370204,0.1,-144.248964
26,0.22947,0.000160599,5.04758,5.64496,0.1,5.05023e-05,0.372873,0.1,-144.051952
27,0.22947,0.000160599,5.04758,5.64496,0.1,5.05023e-05,0.372873,0.1,-144.051952
28,0.22947,0.000160599,5.04758,5.64496,0.1,5.05023e-05,0.372873,0.1,-144.051952
29,0.238272,0.000160392,4.853,5.63497,0.1,5.07822e-05,0.374298,0.1,-143.830833
30,0.238272,0.000160392,4.853,5.63497,0.1,5.07822e-05,0.374298,0.1,-143.830833
31,0.240194,0.000160758,4.73256,5.6219,0.1,5.08823e-05,0.376861,0.1,-143.621556
32,0.240194,0.000160758,4.73256,5.6219,0.1,5.08823e-05,0.376861,0.1,-143.621556
33,0.244239,0.000159555,4.76404,5.61248,0.1,5.07075e-05,0.381383,0.1,-143.380181
34,0.244239,0.000159555,4.76404,5.61248,0.1,5.07075e-05,0.381383,0.1,-143.380181
35,0.245947,0.000159147,4.65794,5.58723,0.1,5.13917e-05,0.387367,0.1,-142.748885
36,0.245947,0.000159147,4.65794,5.58723,0.1,5.13917e-05,0.387367,0.1,-142.748885
37,0.25332,0.000159328,4.46944,5.5581,0.1,5.14657e-05,0.394858,0.1,-142.185837
38,0.25332,0.000159328,4.46944,5.5581,0.1,5.14657e-05,0.394858,0.1,-142.185837
39,0.25332,0.000159328,4.46944,5.5581,0.1,5.14657e-05,0.394858,0.1,-142.185837
40,0.275562,0.000157184,4.05489,5.51166,0.1,5.20977e-05,0.41061,0.1,-141.176834
41,0.275562,0.000157184,4.05489,5.51166,0.1,5.20977e-05,0.41061,0.1,-141.176834
42,0.273221,0.000155368,4.1636,5.47569,0.1,5.24297e-05,0.423766,0.1,-140.227215
43,0.273221,0.000155368,4.1636,5.47569,0.1,5.24297e-05,0.423766,0.1,-140.227215
44,0.273221,0.000155368,4.1636,5.47569,0.1,5.24297e-05,0.423766,0.1,-140.227215
45,0.273221,0.000155368,4.1636,5.47569,0.1,5.24297e-05,0.423766,0.1,-140.227215
46,0.332941,0.000150726,3.21704,5.35747,0.1,5.44978e-05,0.470808,0.1,-138.654766
47,0.332941,0.000150726,3.21704,5.35747,0.1,5.44978e-05,0.470808,0.1,-138.654766
48,0.333745,0.000149368,3.21817,5.31386,0.1,5.49214e-05,0.491813,0.1,-137.291446
49,0.333745,0.000149368,3.21817,5.31386,0.1,5.49214e-05,0.491813,0.1,-137.291446
50,0.333745,0.000149368,3.21817,5.31386,0.1,5.49214e-05,0.491813,0.1,-137.291446
51,0.389535,0.000142088,2.69073,5.23459,0.1,5.65192e-05,0.541174,0.1,-136.062569
52,0.389535,0.000142088,2.69073,5.23459,0.1,5.65192e-05,0.541174,0.1,-136.062569
53,0.387107,0.000141508,2.7383,5.22217,0.1,5.74031e-05,0.546909,0.1,-135.102857
54,0.363035,0.00014113,3.06529,5.21967,0.1,5.65297e-05,0.551744,0.1,-134.171787
55,0.363035,0.00014113,3.06529,5.21967,0.1,5.65297e-05,0.551744,0.1,-134.171787
56,0.363035,0.00014113,3.06529,5.21967,0.1,5.65297e-05,0.551744,0.1,-134.171787
57,0.448228,0.000132577,2.35098,5.13661,0.1,5.93602e-05,0.614694,0.1,-132.615740
58,0.448228,0.000132577,2.35098,5.13661,0.1,5.93602e-05,0.614694,0.1,-132.615740
59,0.448228,0.000132577,2.35098,5.13661,0.1,5.93602e-05,0.614694,0.1,-132.615740
60,0.483896,0.000124331,2.19552,5.08293,0.1,6.23354e-05,0.669699,0.1,-130.543942
61,0.483896,0.000124331,2.19552,5.08293,0.1,6.23354e-05,0.669699,0.1,-130.543942
62,0.483896,0.000124331,2.19552,5.08293,0.1,6.23354e-05,0.669699,0.1,-130.543942
63,0.483896,0.000124331,2.19552,5.08293,0.1,6.23354e-05,0.669699,0.1,-130.543942
64,0.483896,0.000124331,2.19552,5.08293,0.1,6.23354e-05,0.669699,0.1,-130.543942
65,0.483896,0.000124331,2.19552,5.08293,0.1,6.23354e-05,0.669699,0.1,-130.543942
66,0.52899,0.000115266,2.10141,5.04543,0.1,6.49406e-05,0.716241,0.1,-129.337566
67,0.52899,0.000115266,2.10141,5.04543,0.1,6.49406e-05,0.716241,0.1,-129.337566
68,0.52899,0.000115266,2.10141,5.04543,0.1,6.49406e-05,0.716241,0.1,-129.337566
69,0.52899,0.000115266,2.10141,5.04543,0.1,6.49406e-05,0.716241,0.1,-129.337566
70,0.524836,0.000114463,2.112,5.04389,0.1,6.49413e-05,0.719983,0.1,-129.192631
71,0.524836,0.000114463,2.112,5.04389,0.1,6.49413e-05,0.719983,0.1,-129.192631
72,0.548929,0.000113831,1.92965,5.04285,0.1,6.53122e-05,0.721254,0.1,-129.058694
73,0.548929,0.000113831,1.92965,5.04285,0.1,6.53122e-05,0.721254,0.1,-129.058694
74,0.629594,9.62019e-05,1.76396,5.01114,0.1,7.15645e-05,0.773432,0.1,-127.578326
75,0.629594,9.62019e-05,1.76396,5.01114,0.1,7.15645e-05,0.773432,0.1,-127.578326
76,0.629594,9.62019e-05,1.76396,5.01114,0.1,7.15645e-05,0.773432,0.1,-127.578326
77,0.660085,9.20654e-05,1.59536,5.00866,0.1,7.22241e-05,0.779309,0.1,-127.214346
78,0.660085,9.20654e-05,1.59536,5.00866,0.1,7.22241e-05,0.779309,0.1,-127.214346
79,0.660085,9.20654e-05,1.59536,5.00866,0.1,7.22241e-05,0.779309,0.1,-127.214346
80,0.696707,8.53863e-05,1.51251,5.00456,0.1,7.49848e-05,0.787703,0.1,-126.770759
81,0.696707,8.53863e-05,1.51251,5.00456,0.1,7.49848e-05,0.787703,0.1,-126.770759
82,0.696707,8.53863e-05,1.51251,5.00456,0.1,7.49848e-05,0.787703,0.1,-126.770759
83,0.696707,8.53863e-05,1.51251,5.00456,0.1,7.49848e-05,0.787703,0.1,-126.770759
84,0.718286,7.97868e-05,1.47144,5.00283,0.1,7.69182e-05,0.791974,0.1,-126.398336
85,0.718286,7.97868e-05,1.47144,5.00283,0.1,7.69182e-05,0.791974,0.1,-126.398336
86,0.718286,7.97868e-05,1.47144,5.00283,0.1,7.69182e-05,0.791974,0.1,-126.398336
87,0.718286,7.97868e-05,1.47144,5.00283,0.1,7.69182e-05,0.791974,0.1,-126.398336
88,0.707756,8.11861e-05,1.55232,5.00289,0.1,7.68505e-05,0.791547,0.1,-126.397345
89,0.707756,8.11861e-05,1.55232,5.00289,0.1,7.68505e-05,0.791547,0.1,-126.397345
90,0.733038,7.74587e-05,1.43737,5.00209,0.1,7.80677e-05,0.793679,0.1,-126.341111
91,0.733038,7.74587e-05,1.43737,5.00209,0.1,7.80677e-05,0.793679,0.1,-126.341111
92,0.758623,7.16687e-05,1.43066,5.00128,0.1,7.97323e-05,0.795864,0.1,-125.769068
93,0.758623,7.16687e-05,1.43066,5.00128,0.1,7.97323e-05,0.795864,0.1,-125.769068
94,0.758623,7.16687e-05,1.43066,5.00128,0.1,7.97323e-05,0.795864,0.1,-125.769068
95,0.758623,7.16687e-05,1.43066,5.00128,0.1,7.97323e-05,0.795864,0.1,-125.769068
96,0.758623,7.16687e-05,1.43066,5.00128,0.1,7.97323e-05,0.795864,0.1,-125.769068
97,0.758623,7.16687e-05,1.43066,5.00128,0.1,7.97323e-05,0.795864,0.1,-125.769068
98,0.790381,6.50969e-05,1.33599,5.00062,0.1,8.22007e-05,0.797798,0.1,-125.705400
99,0.787398,6.44093e-05,1.40847,5.00057,0.1,8.24492e-05,0.797925,0.1,-125.705078
100,0.793018,6.44258e-05,1.34071,5.00055,0.1,8.24721e-05,0.798012,0.1,-125.537646
101,0.793018,6.44258e-05,1.34071,5.00055,0.1,8.24721e-05,0.798012,0.1,-125.537646
102,0.792246,6.41807e-05,1.34618,5.0006,0.1,8.21915e-05,0.797905,0.1,-125.484147
103,0.815903,5.96566e-05,1.30833,5.00035,0.1,8.38469e-05,0.798654,0.1,-125.268875
104,0.826659,5.64475e-05,1.28674,5.00022,0.1,8.51616e-05,0.799102,0.1,-125.183608
105,0.826659,5.64475e-05,1.28674,5.00022,0.1,8.51616e-05,0.799102,0.1,-125.183608
106,0.826659,5.64475e-05,1.28674,5.00022,0.1,8.51616e-05,0.799102,0.1,-125.183608
107,0.826659,5.64475e-05,1.28674,5.00022,0.1,8.51616e-05,0.799102,0.1,-125.183608
108,0.826659,5.64475e-05,1.28674,5.00022,0.1,8.51616e-05,0.799102,0.1,-125.183608
