index,S:all,I:all,r0:all,v:all,sto:all,i:all,rep:all,phi:all,log_like
0,0.901335,0.000479607,32.0832,15.2196,0.1,3.24213e-05,0.322507,0.1,-271.386084
1,0.901335,0.000479607,32.0832,15.2196,0.1,3.24213e-05,0.322507,0.1,-271.386084
2,0.901335,0.000479607,32.0832,15.2196,0.1,3.24213e-05,0.322507,0.1,-271.386084
3,0.901335,0.000479607,32.0832,15.2196,0.1,3.24213e-05,0.322507,0.1,-271.386084
4,0.901335,0.000479607,32.0832,15.2196,0.1,3.24213e-05,0.322507,0.1,-271.386084
5,0.900419,0.000481363,32.1,15.1437,0.1,3.2226e-05,0.32576,0.1,-270.271049
6,0.900419,0.000481363,32.1,15.1437,0.1,3.2226e-05,0.32576,0.1,-270.271049
7,0.900419,0.000481363,32.1,15.1437,0.1,3.2226e-05,0.32576,0.1,-270.271049
8,0.901998,0.000480755,32.0522,14.9936,0.1,3.2355e-05,0.326013,0.1,-268.988516
9,0.901998,0.000480755,32.0522,14.9936,0.1,3.2355e-05,0.326013,0.1,-268.988516
10,0.900166,0.000485926,32.1163,14.8278,0.1,3.2479e-05,0.326525,0.1,-267.640239
11,0.900166,0.000485926,32.1163,14.8278,0.1,3.2479e-05,0.326525,0.1,-267.640239
12,0.899082,0.000483536,32.0945,14.7002,0.1,3.26194e-05,0.331418,0.1,-265.924915
13,0.899082,0.000483536,32.0945,14.7002,0.1,3.26194e-05,0.331418,0.1,-265.924915
14,0.90114,0.000486483,32.1136,14.2528,0.1,3.27636e-05,0.332191,0.1,-262.733265
15,0.90114,0.000486483,32.1136,14.2528,0.1,3.27636e-05,0.332191,0.1,-262.733265
16,0.896443,0.000494705,32.2075,13.8825,0.1,3.2814e-05,0.338351,0.1,-259.632949
17,0.896443,0.000494705,32.2075,13.8825,0.1,3.2814e-05,0.338351,0.1,-259.632949
18,0.896157,0.000492203,32.1395,13.3303,0.1,3.30566e-05,0.34704,0.1,-255.871709
19,0.896157,0.000492203,32.1395,13.3303,0.1,3.30566e-05,0.34704,0.1,-255.871709
20,0.896157,0.000492203,32.1395,13.3303,0.1,3.30566e-05,0.34704,0.1,-255.871709
21,0.892991,0.000501908,32.2992,12.1536,0.1,3.38471e-05,0.355204,0.1,-255.065835
22,0.890728,0.000504308,32.2465,12.4031,0.1,3.3593e-05,0.355691,0.1,-254.037533
23,0.890728,0.000504308,32.2465,12.4031,0.1,3.3593e-05,0.355691,0.1,-254.037533
24,0.890728,0.000504308,32.2465,12.4031,0.1,3.3593e-05,0.355691,0.1,-254.037533
25,0.890728,0.000504308,32.2465,12.4031,0.1,3.3593e-05,0.355691,0.1,-254.037533
