index,S:all,I:all,r0:all,v:all,sto:all,i:all,rep:all,phi:all,log_like
0,0.825109,0.000493618,13.3098,10.4832,0.1,7.59974e-05,0.293992,0.1,-414.607645
1,0.825109,0.000493618,13.3098,10.4832,0.1,7.59974e-05,0.293992,0.1,-414.607645
2,0.824383,0.000489592,13.2,10.4754,0.1,7.61591e-05,0.295458,0.1,-411.763266
3,0.824383,0.000489592,13.2,10.4754,0.1,7.61591e-05,0.295458,0.1,-411.763266
4,0.823654,0.00049223,13.0905,10.5374,0.1,7.58654e-05,0.296928,0.1,-404.185250
5,0.823654,0.00049223,13.0905,10.5374,0.1,7.58654e-05,0.296928,0.1,-404.185250
6,0.823654,0.00049223,13.0905,10.5374,0.1,7.58654e-05,0.296928,0.1,-404.185250
7,0.821747,0.000486538,13.2,10.6504,0.1,7.6048e-05,0.29702,0.1,-397.714839
8,0.821821,0.000484665,12.8185,10.6406,0.1,7.61944e-05,0.29965,0.1,-388.013615
9,0.821821,0.000484665,12.8185,10.6406,0.1,7.61944e-05,0.29965,0.1,-388.013615
10,0.821206,0.000486585,12.7284,10.8289,0.1,7.57976e-05,0.299912,0.1,-377.677322
11,0.821206,0.000486585,12.7284,10.8289,0.1,7.57976e-05,0.299912,0.1,-377.677322
12,0.817575,0.000476184,12.6565,10.9548,0.1,7.5704e-05,0.306059,0.1,-371.002080
13,0.817575,0.000476184,12.6565,10.9548,0.1,7.5704e-05,0.306059,0.1,-371.002080
14,0.817575,0.000476184,12.6565,10.9548,0.1,7.5704e-05,0.306059,0.1,-371.002080
15,0.811682,0.000472671,12.1318,11.2358,0.1,7.58063e-05,0.311423,0.1,-364.424641
16,0.808529,0.000468529,12.0746,11.5621,0.1,7.51711e-05,0.313341,0.1,-349.900177
17,0.808529,0.000468529,12.0746,11.5621,0.1,7.51711e-05,0.313341,0.1,-349.900177
18,0.800235,0.000446556,11.5057,11.8875,0.1,7.54275e-05,0.32666,0.1,-317.848810
19,0.800235,0.000446556,11.5057,11.8875,0.1,7.54275e-05,0.32666,0.1,-317.848810
20,0.791941,0.000441963,10.8937,12.5043,0.1,7.44032e-05,0.339688,0.1,-260.319074
21,0.791941,0.000441963,10.8937,12.5043,0.1,7.44032e-05,0.339688,0.1,-260.319074
22,0.78088,0.000416819,10.4338,13.3444,0.1,7.37113e-05,0.351755,0.1,-185.680918
23,0.78088,0.000416819,10.4338,13.3444,0.1,7.37113e-05,0.351755,0.1,-185.680918
24,0.78088,0.000416819,10.4338,13.3444,0.1,7.37113e-05,0.351755,0.1,-185.680918
25,0.745567,0.000376179,8.47051,14.8637,0.1,7.25489e-05,0.394541,0.1,-151.397100
26,0.745567,0.000376179,8.47051,14.8637,0.1,7.25489e-05,0.394541,0.1,-151.397100
27,0.745567,0.000376179,8.47051,14.8637,0.1,7.25489e-05,0.394541,0.1,-151.397100
28,0.69853,0.000316948,7.21012,16.6834,0.1,7.07542e-05,0.43872,0.1,-139.686650
29,0.69853,0.000316948,7.21012,16.6834,0.1,7.07542e-05,0.43872,0.1,-139.686650
30,0.69853,0.000316948,7.21012,16.6834,0.1,7.07542e-05,0.43872,0.1,-139.686650
31,0.69853,0.000316948,7.21012,16.6834,0.1,7.07542e-05,0.43872,0.1,-139.686650
