index,time,S:Madeira__all,I:Madeira__all,R:Madeira__all,obs_mean:Madeira__ecdc__inc,obs_real:Madeira__ecdc__inc
29100,42,12774.6,1198.74,253329,257.752,323.901
29100,49,11723.6,1114.75,254464,240.775,246.707
29100,56,10833.7,1110.5,255358,239.36,239.251
29100,63,10235.9,913.765,256152,188.326,202.907
29100,70,9866.48,611.49,256824,118.674,131.111
29100,77,9777.97,379.807,257144,72.1484,72.2596
29100,84,9919.34,269.473,257113,52.5239,56.5709
29100,91,10126.8,165.512,257010,31.6091,42.295
29100,98,10419.9,88.9587,256793,16.8003,19.8453
29100,105,10795.8,54.3722,256452,10.6531,7.70908
29100,112,11207.4,46.1337,256048,9.45112,12.8053
29100,119,11620.7,31.7007,255650,6.42797,4.4157
29150,0,23493.5,265.927,243543,0,0
29150,7,23584.6,279.235,243438,46.9448,45.6715
29150,14,23076.8,629.261,243596,113.493,119.269
29150,21,22277.5,923.784,244101,163.352,157.745
29150,28,21104.2,1229.42,244968,214.549,256.784
29150,35,19023.4,1767.54,246511,308.694,292.107
29150,42,17670.5,1592.85,248039,254.998,271.719
29150,49,16280.8,1527.9,249493,245.157,280.152
29150,56,14961.6,1521.7,250819,242.372,238.547
29150,63,14039.8,1281.22,251981,193.456,168.138
29150,70,13435.3,900.475,252966,127.011,112.406
29150,77,13152.3,584.603,253565,80.027,85.3956
29150,84,13152.9,410.053,253739,57.1906,48.6698
29150,91,13255.9,257.303,253789,34.9888,34.857
29150,98,13467.6,145.244,253689,19.4325,23.5137
29150,105,13791.6,88.5118,253422,12.2213,6.9782
29150,112,14178.6,68.6414,253055,9.94855,9.13083
29150,119,14570.7,46.7053,252685,6.69494,8.20623
29200,0,28580.5,245.779,238476,0,0
29200,7,28657.7,303.302,238341,38.862,27.7556
29200,14,27986.8,781.641,238534,107.641,119.919
29200,21,26882.2,1242.16,239178,166.329,195.839
29200,28,25252.1,1736.96,240313,228.001,241.318
29200,35,22496.5,2509.8,242296,327.248,337.006
29200,42,20496.3,2413.87,244392,285.813,303.177
29200,49,18458.9,2337.36,246506,272.75,326.018
29200,56,16615.6,2259.56,248427,258.274,284.179
29200,63,15274.8,1897.9,250129,202.907,167.237
29200,70,14303.7,1359.16,251639,133.594,101.395
29200,77,13745.3,899.685,252657,84.6076,86.5337
29200,84,13592.5,624.88,253085,59.3963,66.2494
29200,91,13566.7,397.896,253337,36.673,33.2962
29200,98,13672.5,234.147,253395,21.1475,20.0777
29200,105,13930.7,144.914,253226,13.4528,15.6588
29200,112,14291.4,105.973,252905,10.3422,9.21512
29200,119,14659.7,71.6817,252571,6.94253,3.95324
29250,0,30325.9,219.803,236756,0,0
29250,7,30306.4,325.99,236670,42.6902,36.1755
29250,14,29316.4,938.518,237047,126.612,108.2
29250,21,27631.2,1586.6,238084,210.833,215.511
29250,28,25237.3,2236.97,239828,293.435,297.109
29250,35,21466,3085.65,242750,401.342,473.367
29250,42,18306.9,2821.27,246174,335.957,316.596
29250,49,15676.3,2432.69,249193,280.705,361.669
29250,56,14162.8,2167.22,250972,246.438,273.909
29250,63,13125.1,1693.52,252483,182.117,175.59
29250,70,12321.6,1107.79,253873,110.286,105.986
29250,77,11973.7,682.025,254646,65.6216,66.205
29250,84,12055.4,467.963,254779,46.0532,42.6337
29250,91,12173.4,288.797,254840,27.7407,26.4859
29250,98,12376.6,163.616,254762,15.4687,16.488
29250,105,12706.1,101.186,254495,9.87388,5.77237
29250,112,13116.8,77.7944,254107,7.97151,6.60017
29250,119,13516.2,53.1467,253733,5.40476,5.1469
29300,0,20393.7,259.129,246649,0,0
29300,7,20552.9,323.824,246425,43.793,37.1388
29300,14,20215.3,711.744,246375,109.21,118.3
29300,21,19555.5,1132.05,246614,166.305,178.166
29300,28,18500.5,1621.27,247180,231.473,249.547
29300,35,16614.7,2389.31,248298,337.027,334.331
29300,42,15143,2538.03,249621,317.44,348.375
29300,49,13521.2,2657.34,251123,321.938,302.352
29300,56,11931.4,2686.57,252684,310.861,242.49
29300,63,10651.1,2414.86,254236,253.179,269.94
29300,70,9665.4,1912.75,255724,178.076,167.708
29300,77,9021.84,1398.43,256882,120.334,129.915
29300,84,8724.54,1012.02,257565,85.6243,86.8452
29300,91,8609.96,687.13,258005,55.5039,71.8694
29300,98,8657.82,440.571,258204,34.6138,39.5213
29300,105,8857.79,284.444,258160,22.9088,24.0274
29300,112,9161.94,197.448,257943,16.8421,17.933
29300,119,9507.19,132.644,257662,11.3587,13.7071
29350,0,11588.8,252.59,255461,0,0
29350,7,11734.2,227.308,255340,62.5025,61.8261
29350,14,11493.2,440.894,255368,128.337,155.756
29350,21,11071.6,605.706,255625,174.565,140.184
29350,28,10417.5,769.514,256115,220.219,220.317
29350,35,9190.35,1086.3,257025,312.003,322.611
29350,42,8446.05,889.497,257966,235.418,224.797
29350,49,7811.99,831.471,258659,222.526,240.983
29350,56,7324.48,852.937,259125,228.926,225.54
29350,63,7001.1,707.867,259593,181.834,192.172
29350,70,6838.52,473.106,259990,114.489,100.51
29350,77,6890.88,294.802,260116,70.1456,68.1635
29350,84,7098.95,213.862,259989,52.5549,82.0512
29350,91,7368.51,131.952,259802,31.8642,45.4583
29350,98,7713.77,69.8353,259518,16.7567,28.6169
29350,105,8117.96,42.7499,259141,10.7197,12.0453
29350,112,8538.61,37.937,258725,9.96552,10.9405
29350,119,8965.99,26.1383,258310,6.81084,7.91244
29400,0,30198.4,230.827,236873,0,0
29400,7,30250.6,258.511,236793,51.5778,48.3824
29400,14,29664.6,624.555,237013,128.566,115.97
29400,21,28724.6,950.135,237627,193.755,228.269
29400,28,27385.5,1278.64,238638,259.184,221.161
29400,35,24986.1,1862.35,240454,378.721,400.989
29400,42,23286.6,1711.71,242304,330.101,332.365
29400,49,21516.3,1624.63,244161,313.289,261.032
29400,56,19730,1594.28,245978,305.262,359.48
29400,63,18330.4,1308.25,247663,240.481,300.903
29400,70,17329.3,868.392,249104,151.239,149.585
29400,77,16804.2,521.216,249977,88.6208,88.5016
29400,84,16710.8,350.308,250241,60.5666,52.8088
29400,91,16731.3,207.836,250363,35.2189,35.6309
29400,98,16881,108.636,250312,18.1686,16.847
29400,105,17188.1,64.5245,250049,11.0915,7.64522
29400,112,17585.1,53.1143,249664,9.46431,11.298
29400,119,17964.9,36.0119,249301,6.34212,1.99535
29450,0,11240.2,45.5045,256016,0,0
29450,7,11646,42.5409,255613,14.2469,15.5398
29450,14,11547.1,315.582,255439,111.58,102.758
29450,21,11345.6,455.904,255501,158.873,167.079
29450,28,10922.6,607.994,255771,210.385,208.246
29450,35,9957.35,913.015,256432,317.719,316.41
29450,42,9427.39,776.897,257098,251.522,250.604
29450,49,8860.7,752.446,257689,246.797,253.026
29450,56,8263.62,784.991,258253,257.389,267.702
29450,63,7882.34,661.425,258758,207.861,211.217
29450,70,7720.69,447.216,259134,133.19,149.454
29450,77,7774.78,276.325,259251,81.0608,76.4787
29450,84,7975.01,195.779,259131,59.2017,47.3842
29450,91,8250.94,117.692,258933,35.0095,31.1412
29450,98,8606.94,59.1927,258636,17.4939,19.0423
29450,105,9019.62,35.0234,258247,10.8301,11.7104
29450,112,9445.08,31.8245,257825,10.2913,10.2095
29450,119,9874.75,21.5815,257406,6.89452,8.14344
29500,0,23022.8,251.359,244028,0,0
29500,7,23059,369.166,243874,46.2958,42.0371
29500,14,22356.4,917.032,244029,123.129,107.974
29500,21,21103,1539.64,244659,199.904,228.361
29500,28,19239.3,2226.01,245837,281.17,276.356
29500,35,16270,3136.94,247895,386.454,367.961
29500,42,13714.5,3140.78,250447,340.803,340.948
29500,49,11446.8,2909.04,252946,296.683,312.951
29500,56,9999.41,2614.82,254688,255.568,257.902
29500,63,9022.29,2114.28,256165,189.168,218.405
29500,70,8310.12,1485.8,257506,118.881,139.487
29500,77,7978.42,982.607,258341,74.2784,68.476
29500,84,7987.86,684.946,258629,52.7504,45.425
29500,91,8086.75,445.298,258770,33.2294,26.0244
29500,98,8284.82,273.192,258744,20.0341,20.5469
29500,105,8590.79,174.966,258536,13.3532,12.6899
29500,112,8966.35,127.308,258208,10.394,12.3995
29500,119,9355.69,87.709,257859,7.16645,7.93342
29550,0,41797.1,265.824,225239,0,0
29550,7,41828.5,276.737,225197,32.9501,26.7676
29550,14,40953.8,750.876,225597,94.4066,112.744
29550,21,39699.7,1117.56,226485,138.55,168.603
29550,28,37879.5,1510.61,227912,185.237,169.213
29550,35,34719.5,2224.13,230358,273.95,233.823
29550,42,32707.1,1960.69,232634,223.523,233.689
29550,49,30514.5,1904.7,234883,219.217,217.034
29550,56,28249.9,1924.91,237127,220.752,228.606
29550,63,26694.8,1613.01,238994,176.796,163.589
29550,70,25742.7,1127.84,240432,116.812,96.4768
29550,77,25234.7,733.808,241333,74.2231,105.763
29550,84,25069.7,515.41,241717,52.8198,52.6937
29550,91,25052.5,324.255,241925,32.4868,36.569
29550,98,25169.4,185.006,241948,18.2622,18.7627
29550,105,25429.4,113.47,241759,11.4187,17.9574
29550,112,25782.4,86.2367,241433,8.95608,9.32181
29550,119,26137.7,58.1449,241106,5.97847,2.509
29600,0,18303.1,170.465,248828,0,0
29600,7,18506,176.168,248620,42.5966,47.035
29600,14,18151.9,489.517,248661,123.621,128.052
29600,21,17539.4,741.671,249021,185.093,184.456
29600,28,16611,993.639,249697,246.095,235.325
29600,35,14897.2,1435.33,250969,356.222,366.111
29600,42,13721.3,1279.08,252302,297.047,270.762
29600,49,12562.2,1195.77,253544,277.528,301.266
29600,56,11514,1175.28,254613,271.108,285.982
29600,63,10763.3,963.183,255576,212.258,156.288
29600,70,10277.3,640.277,256384,132.813,120.438
29600,77,10114.9,390.875,256796,79.223,85.7577
29600,84,10221.8,271.549,256809,56.4254,47.0211
29600,91,10404,164.254,256734,33.4447,35.4444
29600,98,10679.5,86.6385,256536,17.437,20.4184
29600,105,11049.6,52.1817,256200,10.9067,12.042
29600,112,11462.1,44.3194,255796,9.69604,4.66802
29600,119,11872.6,30.3123,255399,6.5549,4.94333
29650,0,35147,257.777,231897,0,0
29650,7,35100.5,322.704,231879,43.1343,55.954
29650,14,34105.5,861.904,232335,118.697,118.951
29650,21,32558.6,1355.14,233388,184.502,158.838
29650,28,30403.2,1838.11,235061,247.951,280.347
29650,35,26869.5,2587.32,237845,349.016,306.657
29650,42,24332.3,2298.4,240671,289.387,284.06
29650,49,21926.4,2091.82,243284,262.008,238.565
29650,56,19984.6,1978.48,245339,246.021,254.618
29650,63,18631.9,1588.1,247082,188.59,191.209
29650,70,17638,1052.14,248612,117.385,89.6924
29650,77,17136.3,648.335,249517,70.3666,85.5117
29650,84,17118.6,446.554,249737,49.2945,47.6555
29650,91,17157.6,273.168,249871,29.4808,33.3917
29650,98,17300.4,151.228,249850,16.0749,16.9512
29650,105,17601.5,92.3879,249608,10.0616,13.0166
29650,112,18006.7,72.1516,249223,8.15286,10.5394
29650,119,18391.2,48.8926,248862,5.47507,3.45749
29700,0,39783.9,265.062,227253,0,0
29700,7,39773.3,317.622,227211,36.974,46.126
29700,14,38818.2,858.319,227625,104.939,121.029
29700,21,37353.5,1344.22,228604,161.413,149.114
29700,28,35257.2,1851.17,230194,219.3,227.478
29700,35,31742.3,2678.52,232881,317.09,266.117
29700,42,29310.3,2457.74,235534,269.078,332.821
29700,49,26815.6,2342.77,238144,255.89,283.837
29700,56,24457.2,2280.39,240564,246.534,230.056
29700,63,22775.5,1888.69,242638,193.951,230.952
29700,70,21593.1,1312.96,244396,126.267,120.91
29700,77,20904.2,844.081,245554,78.6562,81.7893
29700,84,20696,582.197,246024,54.9021,63.6162
29700,91,20611.7,363.026,246327,33.3746,26.9362
29700,98,20665.1,206.978,246430,18.7025,11.4811
29700,105,20901.8,126.46,246274,11.6711,5.9192
29700,112,21267.4,94.4559,245940,9.04261,8.5991
29700,119,21623.5,63.5761,245615,6.02977,4.9845
29750,0,45323.8,250.786,221727,0,0
29750,7,45286.1,310.483,221705,35.6633,40.2237
29750,14,44182.8,901.535,222218,107.28,117.02
29750,21,42494.5,1433.65,223374,168.325,175.87
29750,28,40102.2,1979.67,225220,229.986,196.71
29750,35,36123.1,2863.38,228316,332.896,347.282
29750,42,33336.3,2605.73,231360,283.157,346.611
29750,49,30496.1,2457.22,234349,266.597,298.716
29750,56,27819,2373.57,237109,255.337,289.049
29750,63,25893,1940.06,239469,199.272,225.191
29750,70,24516.6,1318.91,241466,127.572,158.135
29750,77,23712,827.708,242762,77.8225,93.5083
29750,84,23475.7,565.298,243261,53.7962,44.8686
29750,91,23354.9,346.973,243600,32.261,25.7473
29750,98,23374.9,193.936,243733,17.7473,22.4314
29750,105,23603,117.588,243581,10.9716,15.0532
29750,112,23980.7,88.7811,243232,8.55634,8.61443
29750,119,24334.5,59.5696,242908,5.68925,7.08323
29800,0,29122.2,263.537,237916,0,0
29800,7,29147.3,324.822,237830,37.548,44.9646
29800,14,28297,855.288,238150,104.86,98.4202
29800,21,26955.3,1345.64,239001,161.088,156.777
29800,28,25030,1847.97,240424,217.055,257.035
29800,35,21899.9,2604.6,242798,303.906,297.06
29800,42,19727.2,2366.66,245208,249.906,243.097
29800,49,17681.9,2201.15,247419,230.167,281.837
29800,56,16065.3,2097.61,249139,216.825,242.853
29800,63,14986.4,1731.02,250585,168.55,193.911
29800,70,14206,1210.69,251885,108.982,123.526
29800,77,13804.5,791.134,252706,68.626,79.0038
29800,84,13779.5,555.878,252967,49.0155,47.8123
29800,91,13833.3,354.497,253114,30.3882,33.2366
29800,98,13991.7,208.416,253102,17.5412,22.1301
29800,105,14283.5,130.462,252888,11.2846,5.18038
29800,112,14663.8,97.6944,252541,8.85208,5.41864
29800,119,15044.6,66.7145,252191,5.99915,9.78821
29850,0,22876,82.8683,244343,0,0
29850,7,23154.8,112.54,244035,22.2983,15.0808
29850,14,22595.4,585.632,244121,118.01,127.863
29850,21,21567.6,1012.26,244722,202.306,205.246
29850,28,20055,1429.08,245818,283.339,310.756
29850,35,17539.7,2030.25,247732,402.399,393.133
29850,42,15553.9,1860.77,249887,345.62,343.433
29850,49,13690.9,1661.51,251950,303.66,301.776
29850,56,12307.7,1521.59,253473,274.674,219.307
29850,63,11362.1,1192.05,254748,204.785,171.317
29850,70,10712.8,765.458,255824,123.022,132.757
29850,77,10473.6,458.954,256369,71.8497,59.7012
29850,84,10591,316.771,256394,50.8781,55.4546
29850,91,10753.5,192.006,256356,30.1965,27.3727
29850,98,11000.9,103.722,256197,16.1024,13.0675
29850,105,11358.2,63.4825,255880,10.2109,9.39356
29850,112,11774.8,52.4494,255475,8.83427,7.02062
29850,119,12181.7,36.0026,255084,6.00538,5.65231
29900,0,46536.4,265.59,220500,0,0
29900,7,46587.8,268.573,220446,25.8155,24.5358
29900,14,45691.5,762.295,220848,78.372,74.3035
29900,21,44419.8,1136.68,221746,115.166,97.0029
29900,28,42526.4,1558.21,223217,155.841,154.75
29900,35,39208.3,2332.9,225761,234.745,178.168
29900,42,37110.2,2061.99,228130,189.767,217.184
29900,49,34730.3,2042.1,230530,190.389,157.716
29900,56,32214.9,2090.18,232997,194.224,195.464
29900,63,30506.2,1766.85,235029,156.226,152.801
29900,70,29518.6,1254.82,236529,104.387,105.603
29900,77,29000.2,835.331,237466,67.7606,68.4404
29900,84,28792.1,594.21,237916,48.79,50.051
29900,91,28767.4,381.95,238153,30.6073,33.4964
29900,98,28885.9,225.278,238191,17.7684,13.86
29900,105,29133.3,140.702,238028,11.2906,8.72882
29900,112,29463.8,104.751,237733,8.66467,8.40321
29900,119,29808.4,70.7059,237423,5.79061,3.53694
29950,0,43031.9,256.368,224014,0,0
29950,7,42858.4,432.564,224011,42.5951,38.0033
29950,14,41433.4,1264.56,224604,128.089,106.948
29950,21,38985,2235.94,226081,222.546,239.98
29950,28,35507.2,3258.03,228537,319.5,349.597
29950,35,30095.7,4553.84,232652,441.092,552.987
29950,42,25184.5,4366.71,237751,385.94,271.283
29950,49,20926.5,3763.33,242612,316.246,276.954
29950,56,18471,3212.97,245618,262.386,233.408
29950,63,16876.6,2447.64,247978,187.38,189.713
29950,70,15649.7,1584.38,250068,111.388,102.054
29950,77,15053.4,968.905,251280,65.4023,67.2154
29950,84,15070.9,650.699,251580,44.763,43.4115
29950,91,15109.5,399.148,251793,26.7484,15.8233
29950,98,15235.9,228.188,251838,15.011,11.1791
29950,105,15531.8,140.014,251630,9.46543,13.5779
29950,112,15953.5,102.386,251246,7.26134,5.08435
29950,119,16348.1,68.6702,250885,4.83706,3.98773
30000,0,20603.5,183.914,246515,0,0
30000,7,20722.4,223.229,246356,44.8528,29.4362
30000,14,20151.8,625.229,246525,128.734,133.529
30000,21,19173.2,992.747,247136,202.697,242.438
30000,28,17765.1,1344.98,248192,272.639,304.271
30000,35,15400.7,1869.81,250031,378.964,341.828
30000,42,13582.6,1633.87,252086,308.417,307.559
30000,49,12038.5,1435.04,253828,268.014,270.33
30000,56,11026.9,1348.15,254927,250.455,306.814
30000,63,10317.9,1071.04,255913,190.087,187.935
30000,70,9818.5,693.763,256790,115.497,125.097
30000,77,9668.23,420.838,257213,68.4095,76.7558
30000,84,9816.52,295.202,257190,49.2613,56.5996
30000,91,10008.9,180.335,257113,29.4932,41.0108
30000,98,10282.4,97.7482,256922,15.8048,16.7307
30000,105,10650.5,60.2907,256591,10.1014,13.6381
30000,112,11065,50.5611,256186,8.85583,4.62155
30000,119,11475.5,34.8789,255792,6.05665,7.9719
30050,0,41500.4,167.644,225634,0,0
30050,7,41648.8,228.637,225425,21.2894,19.5314
30050,14,40823.1,849.819,225629,85.0357,86.1147
30050,21,39435.3,1468.91,226398,142.185,98.9919
30050,28,37267.2,2194.6,227840,207.224,218.2
30050,35,33575.5,3322.37,230404,311.164,331.922
30050,42,30780.2,3350.74,233171,284.434,322.734
30050,49,27812.7,3372.37,236117,281.59,302.788
30050,56,24901.6,3324.33,239076,270.096,223.023
30050,63,22696.1,2852.59,241753,215.706,217.552
30050,70,21070.3,2116.03,244116,146.725,153.303
30050,77,19987.6,1448.12,245866,95.3879,98.7866
30050,84,19456.1,1007.88,246838,66.2167,64.5714
30050,91,19138.2,650.935,247513,41.2916,37.0675
30050,98,19017.2,393.608,247891,24.3827,26.9757
30050,105,19127.4,245.497,247929,15.4593,16.1825
30050,112,19412.5,172.196,247717,11.2626,6.2529
30050,119,19716.5,115.009,247470,7.4735,3.33052
30100,0,42855.2,266.631,224180,0,0
30100,7,42857.1,294.587,224150,32.0766,32.674
30100,14,41856.3,827.316,224618,94.5875,100.122
30100,21,40396.7,1259.83,225645,141.981,147.177
30100,28,38294.6,1715.99,227291,191.109,187.204
30100,35,34727.5,2503.93,230071,279.618,256.986
30100,42,32405.7,2212.44,232684,228.451,220.332
30100,49,29958.1,2118.75,235225,220.135,225.19
30100,56,27558.3,2101.62,237642,217.276,200.76
30100,63,25934.1,1741.2,239627,171.759,139.589
30100,70,24898.7,1207.14,241196,112.195,102.401
30100,77,24332.4,780.377,242189,70.6833,85.6597
30100,84,24172.3,545.889,242584,50.0888,45.1726
30100,91,24136.9,342.859,242822,30.7285,27.3181
30100,98,24229.5,196.314,242876,17.3206,18.1836
30100,105,24482.1,120.829,242699,10.8653,11.2002
30100,112,24845.6,91.2347,242365,8.47045,6.66845
30100,119,25202.6,61.4913,242038,5.65536,5.20721
30150,0,39603.3,191.76,227507,0,0
30150,7,39732.5,234.866,227335,22.2714,18.0563
30150,14,38884,812.276,227606,82.4606,76.6126
30150,21,37551.5,1326.02,228424,131.207,134.695
30150,28,35512.4,1906.62,229883,184.794,174.617
30150,35,32022.2,2845.36,232434,274.916,275.283
30150,42,29593.7,2690.35,235018,235.624,237.057
30150,49,27028.4,2639.58,237634,230.296,251.138
30150,56,24527.9,2605.95,240168,223.993,198.791
30150,63,22777.6,2204.61,242320,178.137,195.84
30150,70,21605.7,1596.81,244100,119.672,120.654
30150,77,20898.7,1077.5,245326,77.765,70.0681
30150,84,20618.5,758.749,245925,55.187,52.7559
30150,91,20491.7,490.636,246320,34.6504,27.3056
30150,98,20512.6,294.544,246495,20.3968,27.6028
30150,105,20710.6,184.524,246407,13.0195,16.3401
30150,112,21038.4,133.384,246130,9.76442,4.52613
30150,119,21375,89.9598,245837,6.53323,0
30200,0,33606.8,248.614,233447,0,0
30200,7,33574.2,333.636,233394,43.7969,35.5841
30200,14,32625.8,892.612,233784,121.527,119.096
30200,21,31086.9,1446.67,234768,193.826,281.86
30200,28,28915,2006.28,236381,265.476,256.256
30200,35,25377.1,2829.78,239095,372.851,474.098
30200,42,22650,2622.26,242030,319.987,344.414
30200,49,20059.7,2393.26,244849,287.191,278.712
30200,56,18047.7,2212.77,247042,261.54,244.325
30200,63,16627.9,1766.1,248908,197.571,191.623
30200,70,15572.9,1175.12,250554,122.202,125.155
30200,77,15034.8,727.162,251540,73.0719,62.0941
30200,84,15000.4,496.565,251805,50.7861,69.4027
30200,91,15031.3,305.164,251966,30.4345,27.7288
30200,98,15168.2,171.432,251962,16.8067,17.3973
30200,105,15463.7,104.873,251733,10.567,9.9589
30200,112,15866.1,80.014,251356,8.42549,12.6408
30200,119,16251.7,54.2149,250996,5.65791,7.25293
30250,0,32687,72.5641,234542,0,0
30250,7,32912.8,140.813,234248,17.9147,16.4477
30250,14,31895.2,889.942,234517,114.585,120.374
30250,21,29868.8,1762.68,235670,224.712,222.336
30250,28,26868.1,2666.07,237768,336.051,274.555
30250,35,22311.1,3706.09,241285,462.98,363.142
30250,42,18155.9,3430.56,245715,391.668,403.09
30250,49,14891.7,2791.9,249618,302.439,323.235
30250,56,13386.5,2343.26,251572,249.169,239.216
30250,63,12441,1762.09,253099,177.373,158.759
30250,70,11703.9,1118.69,254479,104.298,107.884
30250,77,11425.1,675.724,255201,61.0117,70.6695
30250,84,11574.8,459.407,255268,42.5894,42.2626
30250,91,11732.6,281.119,255288,25.4814,27.7941
30250,98,11960.2,158.457,255183,14.1482,11.2585
30250,105,12306.4,98.0104,254898,9.04656,7.5927
30250,112,12729.6,75.5118,254497,7.33036,8.38126
30250,119,13137.3,51.5717,254113,4.97009,3.68853
30300,0,39329.5,192.741,227780,0,0
30300,7,39287.2,305.926,227709,38.2447,54.5202
30300,14,38073.5,1011.04,228217,127.924,143.036
30300,21,35973.6,1775.93,229553,223.22,234.388
30300,28,33036.1,2532.19,231734,316.116,219.477
30300,35,28393.6,3522.62,235386,439.301,377.803
30300,42,24310.2,3230.16,239762,376.893,399.101
30300,49,20741.8,2734.87,243825,310.459,289.468
30300,56,18593.3,2378.69,246330,266.235,264.072
30300,63,17165.9,1804.13,248332,192.285,203.65
30300,70,16078.9,1134.34,250089,113.01,134.051
30300,77,15593.1,673.363,251036,65.1766,60.8508
30300,84,15685.9,456.133,251160,45.0764,45.2352
30300,91,15771.4,274.831,251256,26.5816,32.1135
30300,98,15934.7,151.029,251216,14.3878,18.9742
30300,105,16259.2,92.1678,250951,9.01359,7.58613
30300,112,16694.6,71.6382,250536,7.29095,7.21446
30300,119,17094.5,48.4116,250159,4.88668,5.85526
30350,0,65337.3,262.404,201702,0,0
30350,7,65155.4,375.495,201771,33.8488,34.394
30350,14,63541.9,1185.1,202575,109.373,93.8519
30350,21,60981.9,2002.18,204318,182.715,170.465
30350,28,57388.2,2844.58,207069,257.173,301.569
30350,35,51584.6,4122.49,211595,372.837,426.203
30350,42,47221.9,3869.13,216211,329.993,267.967
30350,49,42768.6,3630.99,220902,307.528,299.757
30350,56,38615.4,3415.97,225271,285.809,295.097
30350,63,35492.9,2735.8,229073,218.495,204.522
30350,70,33138.9,1816.54,232347,136.491,150.72
30350,77,31690.3,1108.63,234503,80.7683,94.0282
30350,84,31198.1,738.316,235366,54.3027,48.6104
30350,91,30836.7,445.132,236020,31.9881,30.9523
30350,98,30649.9,246.61,236405,17.4323,18.7569
30350,105,30787.7,147.948,236366,10.6211,9.913
30350,112,31183.7,108.559,236010,8.01465,6.32433
30350,119,31515.8,71.8326,235714,5.26144,4.03054
30400,0,41033,239.027,226030,0,0
30400,7,40986.5,328.466,225987,35.9276,45.4051
30400,14,39812.2,989.229,226501,111.835,103.738
30400,21,37931.1,1635.62,227735,182.069,226.038
30400,28,35271.8,2289.92,229740,251.674,255.33
30400,35,31000.4,3243.52,233058,355.224,343.829
30400,42,27809.1,2977.57,236515,302.309,267.899
30400,49,24761.4,2721.91,239819,272.776,247.051
30400,56,22333.8,2524.48,242444,249.677,221.808
30400,63,20646.9,2018.24,244637,189.363,211.923
30400,70,19382.7,1348.9,246570,118.003,119.197
30400,77,18695.6,838.989,247767,70.979,69.115
30400,84,18597,572.53,248132,49.1489,46.0602
30400,91,18561.8,352.245,248388,29.4907,24.3379
30400,98,18640,198.925,248463,16.3682,9.73027
30400,105,18906.1,121.633,248274,10.2372,6.55886
30400,112,19307.3,91.2474,247903,7.98005,8.96074
30400,119,19682.7,61.4045,247558,5.32541,6.65006
30450,0,41909.4,246.898,225146,0,0
30450,7,41539.1,529.226,225234,53.5895,31.4175
30450,14,39745.4,1545.18,226011,157.009,149.976
30450,21,36519.2,2885.84,227897,292.21,297.208
30450,28,31572.3,4393.57,231336,443.787,440.796
30450,35,23634.2,5726.05,237942,570.507,650.493
30450,42,16407.3,4313.15,246582,370.46,412.277
30450,49,13577.1,2979.7,250745,241.922,251.861
30450,56,13612.1,2526.24,251164,207.851,199.543
30450,63,13137.4,1859.96,252305,148.737,189.705
30450,70,12566.7,1164.88,253570,87.0588,74.1968
30450,77,12384.8,700.407,254217,50.9054,56.6751
30450,84,12604.2,475.207,254223,35.4652,47.2763
30450,91,12799.9,289.641,254212,21.1685,26.9843
30450,98,13051.4,163.316,254087,11.7664,8.56726
30450,105,13411.5,101.265,253789,7.51966,4.60092
30450,112,13842.6,77.7155,253382,6.04348,6.2765
30450,119,14256,52.9192,252993,4.08791,2.53553
30500,0,39786.8,186.135,227329,0,0
30500,7,40016.4,254.531,227031,14.5208,22.4991
30500,14,39612.8,794.985,226894,54.2123,58.737
30500,21,38765.5,1453.21,227083,92.2161,104.378
30500,28,37248.9,2352.96,227700,142.378,143.111
30500,35,34409.2,3852.99,229040,230.388,215.762
30500,42,32019.3,4519.74,230763,231.347,234.393
30500,49,29152.9,5251.46,232898,261.563,252.731
30500,56,26000.3,5874.29,235427,277.668,291.124
30500,63,23279.7,5922.16,238100,251.046,230.426
30500,70,21052,5467,240783,205.306,179.518
30500,77,19192.4,4778.39,243331,163.444,163.468
30500,84,17701.6,4038.81,245562,129.616,145.686
30500,91,16524.2,3259.05,247519,96.6109,119.506
30500,98,15645.5,2529.33,249127,70.4143,69.1462
30500,105,15067.4,1923.27,250311,51.8433,54.881
30500,112,14750.5,1455.29,251096,38.8388,39.8244
30500,119,14599.2,1082.96,251620,28.3939,15.6255
30550,0,17094.5,218.257,249989,0,0
30550,7,17264.4,206.652,249831,55.319,52.2844
30550,14,17004.2,450.014,249848,127.537,124.444
30550,21,16543.7,644.959,250113,180.625,200.819
30550,28,15823.7,846.309,250632,235.425,233.219
30550,35,14405.5,1235.34,251661,344.992,311.28
30550,42,13494.4,1094.47,252713,285.934,323.417
30550,49,12560,1044.92,253697,274.427,215.372
30550,56,11627,1057.07,254618,276.503,282.088
30550,63,10947.8,884.171,255470,221.399,215.06
30550,70,10528.9,597.944,256175,141.475,137.064
30550,77,10402.5,367.597,256532,85.145,85.991
30550,84,10508.8,254.261,256539,60.3462,67.2785
30550,91,10703.7,152.655,256446,35.5319,37.7792
30550,98,10995.3,78.8361,256228,18.1479,13.912
30550,105,11373.9,46.6995,255881,11.1788,15.138
30550,112,11786.9,40.1961,255475,10.0699,8.48434
30550,119,12199.9,27.3589,255075,6.7616,9.41421
30600,0,14429.6,187.742,252685,0,0
30600,7,14669.6,157.886,252475,50.8222,50.9958
