index,time,S:Madeira__all,I:Madeira__all,R:Madeira__all,obs_mean:Madeira__ecdc__inc,obs_real:Madeira__ecdc__inc
13550,105,12740.5,81.7501,254480,10.2932,9.79611
13550,112,13150.7,64.7965,254086,8.54582,6.38067
13550,119,13550,44.3171,253708,5.79191,7.93563
13600,0,20487.5,234.384,246580,0,0
13600,7,20608,304.249,246390,45.8834,40.1194
13600,14,20138.6,726.252,246437,119.321,112.8
13600,21,19283.1,1170.85,246848,186.084,178.768
13600,28,17979.6,1661.44,247661,257.905,202.645
13600,35,15757.4,2390.63,249154,365.81,429.606
13600,42,13972.9,2411.39,250918,330.753,321.728
13600,49,12184.3,2350.15,252768,310.56,311.173
13600,56,10712.7,2222.48,254367,282.767,286.405
13600,63,9644.46,1853.18,255804,216.499,192.353
13600,70,8878.72,1330.5,257093,139.832,151.095
13600,77,8487.05,886.23,257929,87.9983,93.2982
13600,84,8438.72,615.937,258247,62.0037,43.6448
13600,91,8505.14,397.016,258400,38.6819,29.1244
13600,98,8685.82,238.761,258377,22.8207,29.5826
13600,105,8984.54,149.675,258168,14.8731,17.7829
13600,112,9357.43,108.598,257836,11.5471,6.76112
13600,119,9745.58,73.8733,257483,7.83663,15.0126
13650,0,13167.7,200.765,253934,0,0
13650,7,13402.2,186.991,253713,43.1525,32.2085
13650,14,13181.8,449.407,253671,113.994,162.748
13650,21,12787.3,643.997,253871,159.865,170.029
13650,28,12140.1,847.672,254314,207.788,218.903
13650,35,10881.4,1224.78,255196,300.954,271.152
13650,42,10123.2,1075.6,256103,239.91,262.209
13650,49,9363.92,1034.02,256904,232.514,210.55
13650,56,8663.92,1051.13,257587,235.658,200.591
13650,63,8205.21,892.328,258204,189.362,156.862
13650,70,7953.63,626.336,258722,123.888,103.891
13650,77,7924.82,406.598,258971,78.3837,77.0019
13650,84,8071.55,290.229,258940,57.6294,63.9305
13650,91,8298.96,182.479,258821,35.4209,30.7583
13650,98,8612.61,100.938,258588,19.3592,18.6458
13650,105,8997.16,61.008,258244,12.2462,8.11725
13650,112,9408.83,49.5598,257844,10.5664,9.34181
13650,119,9830.08,33.9077,257438,7.14923,10.8797
13700,0,10520.2,166.391,256615,0,0
13700,7,10865.4,146.755,256290,29.4779,24.5761
13700,14,10870.1,375.424,256056,95.4377,93.258
13700,21,10776.1,537.001,255989,129.845,153.445
13700,28,10495.4,724.969,256082,171.779,185.604
13700,35,9764.25,1087.43,256450,261.052,248.795
13700,42,9377.54,1029.96,256895,214.454,210.972
13700,49,8894.1,1065.82,257342,226.802,209.133
13700,56,8333.62,1139.63,257829,241.582,258.29
13700,63,7957.09,1045.46,258299,206.332,188.976
13700,70,7784.75,825.983,258691,150.06,171.226
13700,77,7777.71,605.477,258919,106.28,88.5187
13700,84,7890.25,450.501,258961,80.6434,78.4775
13700,91,8110.3,304.402,258887,53.1044,53.6591
13700,98,8429.7,184.346,258688,31.7258,36.7332
13700,105,8818.87,110.519,258373,19.817,18.0176
13700,112,9234.21,76.8886,257991,14.8561,8.92729
13700,119,9670.42,49.292,257582,9.48824,5.25179
13750,0,20142.9,219.745,246939,0,0
13750,7,20199,267.514,246835,61.2925,64.6186
13750,14,19726.8,603.228,246972,141.599,146.853
13750,21,18896.2,934.274,247472,217.664,224.63
13750,28,17682.1,1267.38,248353,293.647,308.818
13750,35,15521.6,1791.9,249989,415.598,489.639
13750,42,13695.8,1629.34,251977,354.72,388.013
13750,49,12051.3,1438.43,253812,308.291,317.806
13750,56,10892,1328.15,255082,281.733,300.161
13750,63,10075.1,1040.73,256186,210.467,214.596
13750,70,9523.49,662.841,257116,125.637,107.921
13750,77,9352.66,394.105,257555,72.9472,74.2868
13750,84,9499.16,273.546,257529,52.0781,52.6177
13750,91,9689.87,165.151,257447,30.8181,32.4506
13750,98,9962.5,87.7878,257252,16.1922,9.99948
13750,105,10333.8,53.6429,256915,10.2828,9.08442
13750,112,10753,45.6183,256503,9.1612,5.79517
13750,119,11165.1,31.3509,256106,6.23188,3.07553
13800,0,32135.4,247.859,234919,0,0
13800,7,32105,312.657,234884,48.5553,52.4041
13800,14,31247.6,797.796,235257,127.22,146.368
13800,21,29879.7,1256.23,236166,198.337,202.726
13800,28,27970.6,1706.85,237625,267.417,247.821
13800,35,24782.4,2411.2,240108,377.978,303.575
13800,42,22376,2180.05,242746,320.798,361.81
13800,49,20070.2,1980.09,245252,288.969,286.808
13800,56,18199.9,1857.03,247245,268.51,220.506
13800,63,16855.5,1477.68,248969,203.985,211.92
13800,70,15874,963.796,250464,124.967,125.563
13800,77,15398.3,583.082,251321,73.5693,65.6718
13800,84,15401.8,399.036,251501,51.3005,52.2965
13800,91,15462,241.648,251598,30.3898,26.7693
13800,98,15624.4,131.593,251546,16.3075,14.8547
13800,105,15939.2,80.015,251283,10.1866,11.0886
13800,112,16350.1,63.7159,250888,8.43305,8.60038
13800,119,16739.9,43.2694,250519,5.67189,4.86295
13850,0,20663.4,188.08,246451,0,0
13850,7,20837.5,250.462,246214,35.8218,34.4478
13850,14,20344.1,712.961,246245,110.976,111.731
13850,21,19436,1190.47,246676,178.63,176.512
13850,28,18032.7,1718.76,247551,251.373,283.57
13850,35,15675.9,2481.43,249145,357.113,445.393
13850,42,13796.3,2486.79,251019,319.534,354.193
13850,49,11960.1,2399.45,252942,296.51,311.513
13850,56,10510.7,2250.62,254541,268.038,284.586
13850,63,9488.99,1867.16,255946,204.327,195.244
13850,70,8759.56,1336.38,257206,131.59,131.369
13850,77,8395.73,890.647,258016,82.9725,77.0732
13850,84,8367.52,621.668,258313,58.8078,68.1447
13850,91,8445.31,402.432,258454,36.8647,39.4535
13850,98,8632.39,243.517,258426,21.8985,22.0208
13850,105,8933.86,153.788,258214,14.3754,12.7606
13850,112,9307.33,112.064,257883,11.1946,8.51737
13850,119,9695.68,76.6284,257530,7.64254,9.01096
13900,0,22789.9,229.794,244282,0,0
13900,7,22844.2,273.982,244184,53.2559,59.4343
13900,14,22270.3,653.772,244378,131.495,131.202
13900,21,21314.1,1008.83,244979,200.629,176.398
13900,28,19942,1360.85,245999,268.389,289.963
13900,35,17578.9,1919.72,247803,378.415,385.079
13900,42,15777.7,1731.09,249793,318.322,313.023
13900,49,14103.9,1568.41,251630,285.481,315.692
13900,56,12813.2,1480.33,253008,266.957,222.666
13900,63,11892.4,1185.09,254225,203.503,206.4
13900,70,11245.6,776.377,255280,124.788,148.416
13900,77,10990,472.254,255840,73.8915,72.4752
13900,84,11080.3,326.858,255895,52.3855,36.4995
13900,91,11229,199.084,255874,31.2161,32.1119
13900,98,11468.9,108.017,255725,16.7088,14.8794
13900,105,11820.2,65.9143,255416,10.5569,14.4987
13900,112,12231.4,54.0084,255017,9.05972,7.86475
13900,119,12635.6,37.016,254629,6.14595,0.420056
13950,0,27904,257.092,239141,0,0
13950,7,27941.6,276.472,239084,53.8901,69.2064
13950,14,27367.6,624.023,239310,126.448,109.655
13950,21,26468.5,923.882,239910,185.223,160.875
13950,28,25184.1,1226.94,240891,244.284,272.864
13950,35,22884.8,1774.35,242643,354.347,282.932
13950,42,21318,1594.21,244390,299.762,347.653
13950,49,19709.2,1508.23,246085,284.13,246.16
13950,56,18130.6,1490.73,247681,279.23,297.973
13950,63,16949.7,1229.42,249123,220.798,216.8
13950,70,16132.6,825.292,250344,140.243,134.26
13950,77,15728.8,505.377,251068,83.8746,106.312
13950,84,15693.6,345.51,251263,58.3687,65.977
13950,91,15760.6,207.948,251333,34.4101,43.2675
13950,98,15945.5,110.433,251246,18.032,20.6998
13950,105,16266.8,66.0601,250969,11.096,4.50139
13950,112,16663.7,54.0569,250584,9.42919,10.0669
13950,119,17050.6,36.6969,250215,6.32739,5.08959
14000,0,43399.6,243.502,223659,0,0
14000,7,43376.3,298.972,223627,37.8458,28.2954
14000,14,42352.4,854.609,224095,111.794,142.333
14000,21,40778.4,1353.71,225170,174.923,174.036
14000,28,38555.7,1862.1,226884,238.379,218.255
14000,35,34829.6,2695.24,229777,345.511,310.085
14000,42,32205.3,2459.52,232637,296.007,265.808
14000,49,29518.2,2320.86,235463,278.934,272.682
14000,56,26947.2,2246.02,238109,267.724,246.135
14000,63,25057.2,1834.99,240410,209.183,177.862
14000,70,23696,1239.75,242366,133.325,160.016
14000,77,22905.1,769.977,243627,80.5666,82.9498
14000,84,22676,523.313,244103,55.4528,46.9179
14000,91,22565.6,318.625,244418,33.0121,26.917
14000,98,22597.4,175.755,244529,17.9322,11.9996
14000,105,22834.8,106.001,244361,11.0375,18.1046
14000,112,23216,81.0815,244005,8.7223,10.5573
14000,119,23572.6,54.4746,243675,5.80518,11.4472
14050,0,24945.3,265.035,242092,0,0
14050,7,24913.7,337.811,242051,60.196,55.5746
14050,14,24244.4,748.137,242309,137.911,130.246
14050,21,23144.1,1157.58,243000,210.832,168.461
14050,28,21581.4,1570.55,244150,283.448,315.515
14050,35,18923.7,2203.98,246174,396.773,366.291
14050,42,16766.9,2026.74,248508,339.295,289.707
14050,49,14779.9,1820.38,250702,299.397,254.362
14050,56,13330.1,1681.54,252290,272.916,273.384
14050,63,12298.2,1332.01,253672,205.072,220.791
14050,70,11558.3,869.376,254874,124.69,117.188
14050,77,11248.3,528.446,255525,73.5546,78.1806
14050,84,11324.3,363.25,255614,51.7875,54.9544
14050,91,11455,221.648,255625,30.8797,24.3811
14050,98,11676.7,121.66,255504,16.6996,20.4305
14050,105,12018.5,74.3467,255209,10.5657,14.2177
14050,112,12429.9,59.6031,254813,8.89397,9.26018
14050,119,12831.7,40.7922,254429,6.02591,7.42295
14100,0,41828.6,267.264,225206,0,0
14100,7,41731.8,345.636,225225,40.8013,43.1706
14100,14,40549.8,956.958,225795,116.055,108.833
14100,21,38719.9,1526,227056,183.073,148.252
14100,28,36180,2085.8,229036,247.983,205.851
14100,35,32053.4,2945.33,232303,350.294,358.13
14100,42,29075.1,2630.5,235596,292.759,258.136
14100,49,26213,2398.09,238691,265.522,253.639
14100,56,23850.2,2258.28,241194,248.122,278.171
14100,63,22198.2,1806.75,243297,189.709,200.018
14100,70,20974.2,1195.22,245133,118.041,132.192
14100,77,20318.4,735,246249,70.601,58.4546
14100,84,20237.5,503.065,246561,49.0491,45.2117
14100,91,20213.6,306.919,246782,29.2586,27.9497
14100,98,20301.1,170.194,246831,15.976,20.442
14100,105,20576.1,103.631,246622,9.93679,5.8735
14100,112,20982.6,79.6241,246240,7.89707,5.57895
14100,119,21358.4,53.6192,245890,5.27227,3.04612
14150,0,27579.4,266.334,239456,0,0
14150,7,27560.7,315.278,239426,52.0656,46.482
14150,14,26810.2,742.271,239749,126.723,106.431
14150,21,25632.1,1129.74,240540,190.738,145.757
14150,28,23981.2,1508.63,241812,252.542,271.927
14150,35,21203.4,2118.78,243980,354.792,349.929
14150,42,19203.7,1873.5,246225,292.701,299.1
14150,49,17331.7,1705.49,248265,265.195,248.715
14150,56,15840.2,1627.93,249834,251.497,219.711
14150,63,14786.1,1312.19,251204,193.588,212.56
14150,70,14027.1,867.514,252407,120.211,99.3348
14150,77,13685.6,532.695,253084,71.8974,62.2695
14150,84,13732.5,369.226,253200,50.8488,37.5884
14150,91,13839.1,225.623,253237,30.3929,25.6194
14150,98,14042.6,123.525,253136,16.4047,15.4884
14150,105,14374.1,75.5004,252852,10.3223,10.4933
14150,112,14780.8,60.7392,252460,8.64943,5.78824
14150,119,15176.1,41.4527,252084,5.84587,6.52332
14200,0,18063.1,260.353,248979,0,0
14200,7,18157.3,255.97,248889,58.2829,59.3141
14200,14,17766.9,528.935,249006,126.688,136.696
14200,21,17137.2,751.1,249414,177.863,186.777
14200,28,16208.6,973.82,250120,228.84,209.596
14200,35,14510.9,1387.88,251403,327.095,351.743
14200,42,13420,1191.82,252690,261.046,274.683
14200,49,12371.4,1115.75,253815,245.701,207.427
14200,56,11448.7,1117.26,254736,245.486,208.116
14200,63,10812.9,923.501,255566,194.068,237.517
14200,70,10416.1,620.407,256265,122.86,115.065
14200,77,10307,385.333,256610,74.6799,56.1511
14200,84,10433.7,272.121,256596,54.071,73.801
14200,91,10632.1,166.624,256503,32.4337,46.4292
14200,98,10919.5,89.1242,256293,17.1476,16.9695
14200,105,11292.8,54.1458,255955,10.8046,12.3378
14200,112,11703.4,45.8229,255553,9.56083,7.80781
14200,119,12115.3,31.3989,255155,6.47881,9.60514
14250,0,12795,163.314,254344,0,0
14250,7,13045.9,148.173,254108,41.6114,43.797
14250,14,12807.5,411.172,254083,121.504,111.825
14250,21,12389,594.488,254318,173.866,222.094
14250,28,11718.6,776.743,254807,225.634,231.974
14250,35,10423.2,1117.65,255761,325.797,347.739
14250,42,9624.33,939.72,256738,254.535,269.092
14250,49,8879.88,878.583,257544,239.74,194.692
14250,56,8245.74,890.759,258165,242.999,262.704
14250,63,7829.71,735.856,258736,192.222,215.272
14250,70,7608.66,489.363,259204,120.637,110.827
14250,77,7624.8,301.749,259375,73.0997,78.1451
14250,84,7817.03,216.31,259269,54.0065,61.0176
14250,91,8073.02,132.086,259097,32.3995,29.1497
14250,98,8407.97,69.0338,258825,16.8085,19.6874
14250,105,8808.02,41.9674,258452,10.6601,9.63741
14250,112,9228.3,37.2967,258036,9.90717,7.99545
14250,119,9652.89,25.5944,257624,6.73555,9.59169
14300,0,13626.7,133.908,253541,0,0
14300,7,13893.1,133.798,253275,37.2633,35.8303
14300,14,13623.6,430.231,253248,124.325,126.809
14300,21,13120.9,656.543,253525,188.003,202.602
14300,28,12335.8,876.05,254090,249.215,253.146
14300,35,10877.3,1250.33,255174,356.423,380.872
14300,42,9871.61,1080.68,256350,287.438,271.503
14300,49,8964.57,987.011,257350,262.243,308.651
14300,56,8254.04,969.979,258078,256.906,244.065
14300,63,7767.3,788.968,258746,199.85,208.712
14300,70,7479.83,517.064,259305,123.298,121.548
14300,77,7460.16,314.477,259527,73.5656,58.1323
14300,84,7645.49,223.363,259433,53.8771,57.7281
14300,91,7889.98,135.835,259276,32.1898,28.3325
14300,98,8214.23,71.0935,259017,16.7204,14.6642
14300,105,8609.84,43.2837,258649,10.6251,9.23522
14300,112,9030.03,38.2936,258234,9.84037,6.7001
14300,119,9452.67,26.3307,257823,6.70589,5.83967
14350,0,28567,235.612,238499,0,0
14350,7,28610.8,266.783,238424,49.5689,49.1123
14350,14,27969.1,656.639,238676,125.96,144.632
14350,21,26951.8,999.528,239351,189.85,175.257
14350,28,25507.9,1340.68,240453,252.909,227.918
14350,35,22982.3,1926.53,242393,364.305,330.877
14350,42,21196.6,1734.05,244371,309.006,337.735
14350,49,19403.1,1617.69,246281,287.917,280.445
14350,56,17742.1,1569.9,247990,277.517,243.39
14350,63,16512.2,1275.76,249514,216.02,230.484
14350,70,15646.5,843.615,250812,134.885,150.318
14350,77,15225.4,511.752,251565,79.846,75.446
14350,84,15209.7,350.221,251742,55.6599,55.3863
14350,91,15279.3,210.893,251812,32.8216,42.4944
14350,98,15460.5,112.593,251729,17.287,18.9305
14350,105,15782.5,67.8301,251452,10.711,16.3243
14350,112,16185.7,55.3979,251061,9.0849,8.65736
14350,119,16574.7,37.6479,250690,6.10755,6.23342
14400,0,17462.2,209.856,249630,0,0
14400,7,17592.3,233,249477,52.4527,52.5588
14400,14,17188.7,552.823,249560,130.007,132.242
14400,21,16484.5,838.552,249979,194.715,151.563
14400,28,15438.9,1122.55,250741,258.321,289.173
14400,35,13585.5,1585.82,252131,364.657,354.042
14400,42,12221,1412.78,253668,301.253,311.044
14400,49,10980.9,1287.44,255034,272.42,291.019
14400,56,10034.4,1236.7,256031,259.796,273.236
14400,63,9366.37,1002.56,256933,200.375,222.344
14400,70,8921.54,664.018,257716,124.086,138.281
14400,77,8792.46,408.138,258101,74.3523,72.3401
14400,84,8927.53,285.739,258089,53.5304,59.4861
14400,91,9125.3,175.13,258002,32.1226,31.5874
14400,98,9408.96,94.7185,257798,17.1703,18.4788
14400,105,9781.35,57.7822,257463,10.9082,10.1861
14400,112,10194.3,48.2783,257059,9.58919,13.1628
14400,119,10607.8,33.2241,256661,6.53222,9.76155
14450,0,21596.3,232.474,245473,0,0
14450,7,21682.1,280.609,245339,55.3221,44.6056
14450,14,21224.7,634.421,245443,132.136,125.682
14450,21,20424.7,982.757,245895,201.072,180.211
14450,28,19241.1,1347.57,246713,272.458,266.154
14450,35,17139.3,1935.53,248227,389.924,289.11
14450,42,15487.2,1856.66,249958,346.385,405.391
14450,49,13821.3,1755,251726,321.628,274.13
14450,56,12386,1659.79,253256,298.169,282.529
14450,63,11320.1,1347.56,254634,227.759,224.732
14450,70,10573.3,907.552,255821,141.819,136.919
14450,77,10232,561.768,256508,84.6404,97.3171
14450,84,10252,381.902,256668,58.8582,76.6616
14450,91,10363.2,233.538,256705,35.0904,39.5469
14450,98,10579.3,128.66,256594,19.0165,22.0819
14450,105,10914.6,77.6098,256310,11.932,11.0624
14450,112,11317.3,60.876,255924,9.91843,9.91087
14450,119,11717.9,41.4682,255543,6.67967,8.31021
14500,0,26441.1,240.923,240620,0,0
14500,7,26396.4,327.755,240578,59.4755,62.6035
14500,14,25666.8,770.847,240864,142.63,163.639
14500,21,24440.6,1230.36,241631,225.931,201.25
14500,28,22702.7,1692.68,242907,308.975,292.46
14500,35,19747.1,2371.96,245183,432.89,414.768
14500,42,17128.1,2175.44,247998,371.891,354.102
14500,49,14811.4,1879.53,250611,314.09,339.348
14500,56,13313.7,1684.05,252304,277.826,310.247
14500,63,12282.3,1297.72,253722,203.812,205.208
14500,70,11545.8,820.751,254935,120.536,104.728
14500,77,11266.1,487.694,255548,69.7541,63.6587
14500,84,11391.5,335.252,255575,49.1925,61.6134
14500,91,11544,202.65,255555,29.1137,31.746
14500,98,11777,109.766,255415,15.5556,16.6992
14500,105,12129.6,67.2687,255105,9.86114,7.49682
14500,112,12551,55.0428,254696,8.44272,7.8787
14500,119,12956.9,37.7032,254307,5.72748,8.78378
14550,0,46599.2,240.874,220462,0,0
14550,7,46488.9,352.854,220460,37.443,43.7329
14550,14,45130.5,1085.3,221086,117.827,119.443
14550,21,42921.4,1833.83,222547,196.815,141.526
14550,28,39837,2582.01,224883,274.395,315.604
14550,35,34933.4,3641.5,228727,386.22,354.92
14550,42,31085.9,3357.51,232859,332.943,311.214
14550,49,27430.3,3018.11,236854,294.61,277.599
14550,56,24629.6,2741.35,239931,263.922,273.619
14550,63,22672.4,2147.02,242483,196.552,219.677
14550,70,21189.3,1397.1,244716,119.539,92.9089
14550,77,20397.5,847.674,246057,70.2541,65.3079
14550,84,20307.1,572.363,246423,48.1549,48.9404
14550,91,20253.9,347.173,246701,28.5294,22.1393
14550,98,20308.9,193.084,246800,15.6046,19.0297
14550,105,20574.8,117.218,246610,9.6783,11.5369
14550,112,20996.4,88.1652,246217,7.54588,4.85724
14550,119,21375.5,59.0319,245868,5.01133,6.21316
14600,0,43562.7,248.536,223491,0,0
14600,7,43538.3,296.546,223467,36.1587,48.4212
14600,14,42478.8,855.578,223968,107.812,93.4244
14600,21,40883.7,1338.52,225080,166.754,145.392
14600,28,38629.8,1828.91,226843,225.77,243.894
14600,35,34855.1,2642.69,229804,326.899,286.613
14600,42,32272.1,2362.79,232667,273.886,244.816
14600,49,29638.4,2221.51,235442,257.859,282.628
14600,56,27141.8,2160.03,238000,249.198,213.875
14600,63,25371.1,1764,240167,194.885,179.127
14600,70,24132.6,1192.61,241977,124.503,127.304
14600,77,23431.4,745.416,243125,75.8574,103.254
14600,84,23250.5,511.514,243540,52.7399,50.7844
14600,91,23175.6,313.374,243813,31.6078,25.2708
14600,98,23232.9,173.852,243895,17.2767,20.2287
14600,105,23482,105.436,243715,10.6854,16.0958
14600,112,23864.6,80.8923,243356,8.45758,7.98091
14600,119,24224.5,54.3981,243023,5.63583,8.95908
14650,0,20790.1,125.934,246386,0,0
14650,7,21006.9,162.046,246133,32.1361,29.6184
14650,14,20473,601.093,246228,122.572,134.253
14650,21,19502.1,1008.73,246791,203.298,211.984
14650,28,18072.8,1409.82,247819,281.485,294.435
14650,35,15682.7,1986.49,249633,395.661,376.754
14650,42,13777.9,1808.68,251715,334.674,309.003
14650,49,12070.6,1603.27,253628,291.101,301.533
14650,56,10897.1,1472.42,254932,264.202,217.409
14650,63,10098.2,1161.36,256042,197.893,235.745
14650,70,9547.14,753.934,257001,119.783,136.16
14650,77,9364.05,457.934,257480,70.7958,78.1721
14650,84,9497.52,318.017,257486,50.5407,60.4143
14650,91,9679.02,194.575,257428,30.2651,36.4649
14650,98,9943.03,106.409,257253,16.3422,15.7751
14650,105,10305.8,65.4103,256931,10.4375,5.95715
14650,112,10719.8,53.7372,256528,9.01579,9.93109
14650,119,11129.7,37.0274,256135,6.15499,8.04351
14700,0,37053,235.677,230013,0,0
14700,7,37137.8,249.53,229915,31.2367,22.2624
14700,14,36355.2,714.613,230232,94.8054,95.5157
14700,21,35213.8,1075.26,231013,140.353,174.407
14700,28,33534.7,1462.23,232305,188.522,200.429
14700,35,30606.4,2151.49,234544,278.303,278.866
14700,42,28728.2,1912.95,236661,228.195,214.169
14700,49,26703.2,1855.42,238743,223.052,197.155
14700,56,24642,1867.1,240793,223.351,214.247
14700,63,23229.4,1566.51,242506,178.618,191.842
14700,70,22354.8,1099.27,243848,118.057,113.17
14700,77,21893.4,717.231,244691,75.0813,78.6025
14700,84,21764.4,504.013,245034,53.4933,38.1664
14700,91,21770.5,317.719,245214,32.9312,42.8752
14700,98,21904.4,181.707,245216,18.542,22.8841
14700,105,22176.3,111.546,245014,11.6268,15.3016
14700,112,22536.7,84.7836,244681,9.15079,9.1338
14700,119,22900,57.2895,244345,6.12051,10.359
14750,0,40616.1,266.705,226419,0,0
14750,7,40684.5,300.365,226317,28.6935,31.2317
14750,14,39909.6,806.387,226586,83.8833,86.8441
14750,21,38709.1,1256.91,227336,127.271,108.723
14750,28,36904.8,1765.1,228632,175.232,169.735
14750,35,33769.1,2631.6,230901,261.356,224.541
14750,42,31641.4,2497.61,233163,224.036,252.05
14750,49,29301.9,2500.29,235500,224.686,231.7
14750,56,26878.6,2533.66,237890,224.834,222.69
14750,63,25132.8,2196.47,239973,183.341,202.108
14750,70,23992.4,1635.97,241674,126.967,138.74
14750,77,23292.1,1135.52,242874,85.0089,78.198
14750,84,22949.7,812.136,243540,61.1525,62.795
14750,91,22794.8,534.827,243972,39.1161,34.6448
14750,98,22802.8,327.048,244172,23.4661,20.3941
14750,105,22977.7,206.267,244118,15.0513,9.11323
14750,112,23271.9,147.87,243882,11.1683,8.32199
14750,119,23590.2,99.6551,243612,7.46585,7.35445
14800,0,18229.6,119.056,248953,0,0
14800,7,18494.9,130.045,248677,31.6177,29.3511
14800,14,18130.2,481.629,248690,121.126,85.7993
14800,21,17477.6,763.017,249061,189.822,187.878
14800,28,16485.7,1040.48,249776,256.902,265.32
14800,35,14693,1501,251108,371.164,406.461
14800,42,13411.7,1351.83,252538,313.436,264.11
14800,49,12161.1,1250.55,253890,288.6,248.704
14800,56,11076.6,1207.25,255018,276.411,224.095
14800,63,10304.1,977.109,256021,213.518,196.524
14800,70,9800.19,641.419,256860,131.723,132.775
14800,77,9635.48,387.905,257279,77.8015,76.6937
14800,84,9752.95,269.092,257280,55.3927,53.3244
14800,91,9938.37,162.515,257201,32.7873,30.2255
14800,98,10214.3,85.7549,257002,17.105,12.0052
14800,105,10585.6,51.8485,256665,10.7482,12.8652
14800,112,11000.3,44.1711,256258,9.589,20.753
14800,119,11411.7,30.2621,255860,6.49707,7.34926
14850,0,30765.5,258.664,236278,0,0
14850,7,30813,337.229,236152,34.9523,33.3537
14850,14,30006.7,899.663,236396,100.382,101.225
14850,21,28672.4,1467.53,237162,158.535,127.574
14850,28,26703.8,2085.72,238512,219.802,249.682
14850,35,23475.9,3002.4,240824,312.786,245.085
14850,42,21097.1,2910.96,243294,271.861,244.421
14850,49,18742.9,2804.55,245755,256.268,326.281
14850,56,16747.8,2674.37,247880,238.313,224.774
14850,63,15343,2241.08,249718,185.518,184.64
14850,70,14310.8,1620.84,251370,122.311,133.899
14850,77,13706.3,1091.53,252504,78.3641,83.2352
14850,84,13533,766.009,253003,55.4407,31.0491
14850,91,13480.8,497.14,253324,34.7903,28.7637
14850,98,13559.5,301.82,253441,20.6648,18.3387
14850,105,13795.9,190.828,253315,13.3961,13.6646
14850,112,14144,137.562,253020,10.1352,10.393
14850,119,14502.6,93.4625,252706,6.8494,1.79561
14900,0,22958.3,79.7407,244264,0,0
14900,7,23267.7,94.6491,243940,17.4124,17.4465
14900,14,22756.2,537.009,244009,102.24,104.884
14900,21,21952.8,851.882,244497,160.113,162.393
14900,28,20704.2,1177.9,245420,219.002,195.882
14900,35,18490.4,1720.82,247091,320.266,318.113
14900,42,17035.5,1518.21,248748,262.466,289.738
14900,49,15576.2,1425.29,250300,246.736,260.49
14900,56,14244,1398.66,251659,240.712,238.504
14900,63,13357.3,1147.14,252798,188.341,184.714
14900,70,12792.4,774.576,253735,119.575,92.1018
14900,77,12564.3,485.054,254253,73.048,88.024
14900,84,12630,339.847,254332,52.2707,50.7704
14900,91,12772.1,209.428,254320,31.5066,38.5495
14900,98,13010.3,114.857,254177,17.0453,11.7323
14900,105,13355.3,70.1888,253876,10.7465,12.4432
14900,112,13757.4,57.011,253488,9.10871,14.6701
14900,119,14157.2,39.0018,253106,6.16762,3.51448
14950,0,17585.3,171.405,249545,0,0
14950,7,17785.6,175.635,249341,46.9351,42.1557
14950,14,17480.7,463.145,249358,128.575,110.319
14950,21,16925.3,701.532,249675,192.863,131.618
14950,28,16076.6,939.745,250286,256.79,194.243
14950,35,14472,1363.25,251467,373.576,392.221
14950,42,13337.5,1226.05,252738,316.356,302.743
14950,49,12211.2,1144.87,253946,294.957,259.771
14950,56,11177,1121.79,255003,287.106,296.812
14950,63,10415.2,914.499,255972,223.941,209.336
14950,70,9922.54,599.997,256779,138.56,141.687
14950,77,9765.11,359.87,257177,81.3063,64.2097
14950,84,9880.37,248.444,257173,57.5904,55.5173
14950,91,10069.8,148.566,257084,33.7837,16.4953
14950,98,10352.3,76.7151,256873,17.2604,20.7565
14950,105,10728.8,45.9879,256527,10.7577,8.45726
14950,112,11145.1,39.9991,256117,9.77897,10.5543
14950,119,11557.5,27.3146,255717,6.59838,5.69591
15000,0,22891.2,191.42,244219,0,0
15000,7,22921,280.06,244101,51.1393,63.0054
15000,14,22204.1,760.719,244337,140.886,151.437
15000,21,20909.5,1281.67,245111,235.894,187.513
15000,28,19027.3,1804.38,246470,330.133,358.191
15000,35,15938.1,2467.02,248897,450.118,490.363
15000,42,13079.2,2159.9,252063,362.82,342.654
15000,49,11049.3,1740.88,254512,282.92,249.345
15000,56,10183,1543.86,255575,249.42,239.248
15000,63,9558.5,1183.85,256560,182.656,160.73
15000,70,9086.63,749.894,257465,108.109,132.425
15000,77,8968.95,450.959,257882,63.4371,68.0949
15000,84,9156.79,314.474,257831,45.5818,68.936
15000,91,9367.85,192.438,257742,27.3447,12.7948
15000,98,9649.53,105.826,257547,14.8656,10.9888
15000,105,10021.5,65.8506,257215,9.60381,9.25569
15000,112,10439.9,54.4735,256808,8.33713,5.99334
15000,119,10853.4,37.7396,256411,5.73152,5.55151
15050,0,12152.4,59.6911,255090,0,0
15050,7,12545.2,51.3701,254705,16.7802,16.063
15050,14,12436.7,318.369,254547,110.96,131.154
15050,21,12240.6,451.287,254610,154.981,184.943
15050,28,11825.1,598.857,254878,204.229,220.16
15050,35,10862.4,903.773,255536,310.245,343.057
15050,42,10350.8,765.206,256186,244.224,208.557
15050,49,9783.52,747.803,256771,242.413,237.708
15050,56,9159.43,787.552,257355,255.396,182.478
15050,63,8763.75,667.076,257871,207.525,171.124
15050,70,8604.46,453.769,258244,134.023,127.212
15050,77,8660.44,281.708,258360,81.9975,73.5292
